:ID(Tag)|name|url|id:long|:LABEL
29|Guillermo_Vilas|http://dbpedia.org/resource/Guillermo_Vilas|29|Tag
30|Gabriela_Sabatini|http://dbpedia.org/resource/Gabriela_Sabatini|30|Tag
31|Lucas_Arnold_Ker|http://dbpedia.org/resource/Lucas_Arnold_Ker|31|Tag
32|Juan_Manuel_Fangio|http://dbpedia.org/resource/Juan_Manuel_Fangio|32|Tag
33|Cristina_Fernández_de_Kirchner|http://dbpedia.org/resource/Cristina_Fernández_de_Kirchner|33|Tag
34|Mariano_Zabaleta|http://dbpedia.org/resource/Mariano_Zabaleta|34|Tag
35|Pablo_Cuevas|http://dbpedia.org/resource/Pablo_Cuevas|35|Tag
36|Patricia_Tarabini|http://dbpedia.org/resource/Patricia_Tarabini|36|Tag
37|Guillermo_Coria|http://dbpedia.org/resource/Guillermo_Coria|37|Tag
38|Juan_Manuel_de_Rosas|http://dbpedia.org/resource/Juan_Manuel_de_Rosas|38|Tag
39|Carlos_Tévez|http://dbpedia.org/resource/Carlos_Tévez|39|Tag
40|Hernán_Crespo|http://dbpedia.org/resource/Hernán_Crespo|40|Tag
41|Eva_Perón|http://dbpedia.org/resource/Eva_Perón|41|Tag
42|Chris_de_Burgh|http://dbpedia.org/resource/Chris_de_Burgh|42|Tag
43|Carlos_Berlocq|http://dbpedia.org/resource/Carlos_Berlocq|43|Tag
44|Eduardo_Schwank|http://dbpedia.org/resource/Eduardo_Schwank|44|Tag
45|Horacio_Zeballos|http://dbpedia.org/resource/Horacio_Zeballos|45|Tag
46|Raúl_Alfonsín|http://dbpedia.org/resource/Raúl_Alfonsín|46|Tag
47|Brian_Dabul|http://dbpedia.org/resource/Brian_Dabul|47|Tag
48|Florencia_Labat|http://dbpedia.org/resource/Florencia_Labat|48|Tag
49|Javier_Frana|http://dbpedia.org/resource/Javier_Frana|49|Tag
50|Manuel_Belgrano|http://dbpedia.org/resource/Manuel_Belgrano|50|Tag
51|Gabriel_Batistuta|http://dbpedia.org/resource/Gabriel_Batistuta|51|Tag
52|Sergio_Roitman|http://dbpedia.org/resource/Sergio_Roitman|52|Tag
53|Mariano_Puerta|http://dbpedia.org/resource/Mariano_Puerta|53|Tag
54|Fernando_Meligeni|http://dbpedia.org/resource/Fernando_Meligeni|54|Tag
55|Alfredo_Di_Stéfano|http://dbpedia.org/resource/Alfredo_Di_Stéfano|55|Tag
56|Diego_Junqueira|http://dbpedia.org/resource/Diego_Junqueira|56|Tag
57|Martín_Vassallo_Argüello|http://dbpedia.org/resource/Martín_Vassallo_Argüello|57|Tag
58|John_Howard|http://dbpedia.org/resource/John_Howard|58|Tag
59|Rupert_Murdoch|http://dbpedia.org/resource/Rupert_Murdoch|59|Tag
60|Lleyton_Hewitt|http://dbpedia.org/resource/Lleyton_Hewitt|60|Tag
61|Kevin_Rudd|http://dbpedia.org/resource/Kevin_Rudd|61|Tag
62|Todd_Woodbridge|http://dbpedia.org/resource/Todd_Woodbridge|62|Tag
63|Robert_Menzies|http://dbpedia.org/resource/Robert_Menzies|63|Tag
64|Gough_Whitlam|http://dbpedia.org/resource/Gough_Whitlam|64|Tag
65|Nick_Cave|http://dbpedia.org/resource/Nick_Cave|65|Tag
66|Donald_Bradman|http://dbpedia.org/resource/Donald_Bradman|66|Tag
67|Errol_Flynn|http://dbpedia.org/resource/Errol_Flynn|67|Tag
68|Mark_Woodforde|http://dbpedia.org/resource/Mark_Woodforde|68|Tag
69|Bob_Hawke|http://dbpedia.org/resource/Bob_Hawke|69|Tag
70|Samantha_Stosur|http://dbpedia.org/resource/Samantha_Stosur|70|Tag
71|Cate_Blanchett|http://dbpedia.org/resource/Cate_Blanchett|71|Tag
72|Heath_Ledger|http://dbpedia.org/resource/Heath_Ledger|72|Tag
73|Shane_Warne|http://dbpedia.org/resource/Shane_Warne|73|Tag
74|Paul_Keating|http://dbpedia.org/resource/Paul_Keating|74|Tag
75|Jack_Brabham|http://dbpedia.org/resource/Jack_Brabham|75|Tag
76|Mark_Webber|http://dbpedia.org/resource/Mark_Webber|76|Tag
77|Malcolm_Fraser|http://dbpedia.org/resource/Malcolm_Fraser|77|Tag
78|Alicia_Molik|http://dbpedia.org/resource/Alicia_Molik|78|Tag
79|Dannii_Minogue|http://dbpedia.org/resource/Dannii_Minogue|79|Tag
80|Hugh_Jackman|http://dbpedia.org/resource/Hugh_Jackman|80|Tag
81|Patrick_Rafter|http://dbpedia.org/resource/Patrick_Rafter|81|Tag
82|Ricky_Ponting|http://dbpedia.org/resource/Ricky_Ponting|82|Tag
83|Geoffrey_Rush|http://dbpedia.org/resource/Geoffrey_Rush|83|Tag
84|Delta_Goodrem|http://dbpedia.org/resource/Delta_Goodrem|84|Tag
85|Rod_Laver|http://dbpedia.org/resource/Rod_Laver|85|Tag
86|Sandon_Stolle|http://dbpedia.org/resource/Sandon_Stolle|86|Tag
87|Baz_Luhrmann|http://dbpedia.org/resource/Baz_Luhrmann|87|Tag
88|Nicole_Pratt|http://dbpedia.org/resource/Nicole_Pratt|88|Tag
89|Jason_Donovan|http://dbpedia.org/resource/Jason_Donovan|89|Tag
90|Rolf_Harris|http://dbpedia.org/resource/Rolf_Harris|90|Tag
91|Greg_Norman|http://dbpedia.org/resource/Greg_Norman|91|Tag
92|Peter_Brock|http://dbpedia.org/resource/Peter_Brock|92|Tag
93|Jordan_Kerr|http://dbpedia.org/resource/Jordan_Kerr|93|Tag
94|John_Curtin|http://dbpedia.org/resource/John_Curtin|94|Tag
95|Jason_Stoltenberg|http://dbpedia.org/resource/Jason_Stoltenberg|95|Tag
96|Margaret_Court|http://dbpedia.org/resource/Margaret_Court|96|Tag
97|Wendy_Turnbull|http://dbpedia.org/resource/Wendy_Turnbull|97|Tag
98|Casey_Stoner|http://dbpedia.org/resource/Casey_Stoner|98|Tag
99|Adam_Gilchrist|http://dbpedia.org/resource/Adam_Gilchrist|99|Tag
100|Scott_Dixon|http://dbpedia.org/resource/Scott_Dixon|100|Tag
101|Roy_Emerson|http://dbpedia.org/resource/Roy_Emerson|101|Tag
102|Glenn_McGrath|http://dbpedia.org/resource/Glenn_McGrath|102|Tag
103|Rick_Springfield|http://dbpedia.org/resource/Rick_Springfield|103|Tag
104|Peter_Weir|http://dbpedia.org/resource/Peter_Weir|104|Tag
105|Nellie_Melba|http://dbpedia.org/resource/Nellie_Melba|105|Tag
106|Steve_Irwin|http://dbpedia.org/resource/Steve_Irwin|106|Tag
107|Alex_George|http://dbpedia.org/resource/Alex_George|107|Tag
108|Evonne_Goolagong|http://dbpedia.org/resource/Evonne_Goolagong|108|Tag
109|Mark_Edmondson|http://dbpedia.org/resource/Mark_Edmondson|109|Tag
110|Toni_Collette|http://dbpedia.org/resource/Toni_Collette|110|Tag
111|Germaine_Greer|http://dbpedia.org/resource/Germaine_Greer|111|Tag
112|Ben_Chifley|http://dbpedia.org/resource/Ben_Chifley|112|Tag
113|Jeff_Kennett|http://dbpedia.org/resource/Jeff_Kennett|113|Tag
114|Percy_Grainger|http://dbpedia.org/resource/Percy_Grainger|114|Tag
115|Nicole_Bradtke|http://dbpedia.org/resource/Nicole_Bradtke|115|Tag
116|Steve_Waugh|http://dbpedia.org/resource/Steve_Waugh|116|Tag
117|Michael_Doohan|http://dbpedia.org/resource/Michael_Doohan|117|Tag
118|Joseph_Lyons|http://dbpedia.org/resource/Joseph_Lyons|118|Tag
119|Peter_Singer|http://dbpedia.org/resource/Peter_Singer|119|Tag
120|John_Forrest|http://dbpedia.org/resource/John_Forrest|120|Tag
121|Richard_Fromberg|http://dbpedia.org/resource/Richard_Fromberg|121|Tag
122|Barry_Humphries|http://dbpedia.org/resource/Barry_Humphries|122|Tag
123|Matthew_Hayden|http://dbpedia.org/resource/Matthew_Hayden|123|Tag
124|Bob_Hewitt|http://dbpedia.org/resource/Bob_Hewitt|124|Tag
125|Harold_Holt|http://dbpedia.org/resource/Harold_Holt|125|Tag
126|Cadel_Evans|http://dbpedia.org/resource/Cadel_Evans|126|Tag
127|Alexander_Downer|http://dbpedia.org/resource/Alexander_Downer|127|Tag
128|Tony_Roche|http://dbpedia.org/resource/Tony_Roche|128|Tag
129|Kim_Beazley|http://dbpedia.org/resource/Kim_Beazley|129|Tag
130|Bob_Carr|http://dbpedia.org/resource/Bob_Carr|130|Tag
131|Alfred_Deakin|http://dbpedia.org/resource/Alfred_Deakin|131|Tag
132|Judy_Davis|http://dbpedia.org/resource/Judy_Davis|132|Tag
133|James_Scullin|http://dbpedia.org/resource/James_Scullin|133|Tag
134|Ashley_Fisher|http://dbpedia.org/resource/Ashley_Fisher|134|Tag
135|Brett_Lee|http://dbpedia.org/resource/Brett_Lee|135|Tag
136|Darren_Cahill|http://dbpedia.org/resource/Darren_Cahill|136|Tag
137|Banjo_Paterson|http://dbpedia.org/resource/Banjo_Paterson|137|Tag
138|Adolf_Hitler|http://dbpedia.org/resource/Adolf_Hitler|138|Tag
139|Wolfgang_Amadeus_Mozart|http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart|139|Tag
140|Arnold_Schwarzenegger|http://dbpedia.org/resource/Arnold_Schwarzenegger|140|Tag
141|Franz_Liszt|http://dbpedia.org/resource/Franz_Liszt|141|Tag
142|Joseph_Haydn|http://dbpedia.org/resource/Joseph_Haydn|142|Tag
143|Franz_Schubert|http://dbpedia.org/resource/Franz_Schubert|143|Tag
144|Franz_Joseph_I_of_Austria|http://dbpedia.org/resource/Franz_Joseph_I_of_Austria|144|Tag
145|Maria_Theresa|http://dbpedia.org/resource/Maria_Theresa|145|Tag
146|Arnold_Schoenberg|http://dbpedia.org/resource/Arnold_Schoenberg|146|Tag
147|Maximilian_I,_Holy_Roman_Emperor|http://dbpedia.org/resource/Maximilian_I,_Holy_Roman_Emperor|147|Tag
148|Ludwig_Wittgenstein|http://dbpedia.org/resource/Ludwig_Wittgenstein|148|Tag
149|Charles_VI,_Holy_Roman_Emperor|http://dbpedia.org/resource/Charles_VI,_Holy_Roman_Emperor|149|Tag
150|Johann_Strauss_II|http://dbpedia.org/resource/Johann_Strauss_II|150|Tag
151|Jürgen_Melzer|http://dbpedia.org/resource/Jürgen_Melzer|151|Tag
152|Leopold_I,_Holy_Roman_Emperor|http://dbpedia.org/resource/Leopold_I,_Holy_Roman_Emperor|152|Tag
153|Fritz_Lang|http://dbpedia.org/resource/Fritz_Lang|153|Tag
154|Friedrich_Hayek|http://dbpedia.org/resource/Friedrich_Hayek|154|Tag
155|Alban_Berg|http://dbpedia.org/resource/Alban_Berg|155|Tag
156|Karl_Popper|http://dbpedia.org/resource/Karl_Popper|156|Tag
157|Herbert_von_Karajan|http://dbpedia.org/resource/Herbert_von_Karajan|157|Tag
158|Anton_Bruckner|http://dbpedia.org/resource/Anton_Bruckner|158|Tag
159|Ferdinand_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Ferdinand_II,_Holy_Roman_Emperor|159|Tag
160|Leopold_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Leopold_II,_Holy_Roman_Emperor|160|Tag
161|Thomas_Muster|http://dbpedia.org/resource/Thomas_Muster|161|Tag
162|Rudolf_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Rudolf_II,_Holy_Roman_Emperor|162|Tag
163|Maximilian_I_of_Mexico|http://dbpedia.org/resource/Maximilian_I_of_Mexico|163|Tag
164|Niki_Lauda|http://dbpedia.org/resource/Niki_Lauda|164|Tag
165|Julian_Knowle|http://dbpedia.org/resource/Julian_Knowle|165|Tag
166|Stefan_Koubek|http://dbpedia.org/resource/Stefan_Koubek|166|Tag
167|Otto_Preminger|http://dbpedia.org/resource/Otto_Preminger|167|Tag
168|Archduke_Franz_Ferdinand_of_Austria|http://dbpedia.org/resource/Archduke_Franz_Ferdinand_of_Austria|168|Tag
169|Anton_Webern|http://dbpedia.org/resource/Anton_Webern|169|Tag
170|Frederick_III,_Holy_Roman_Emperor|http://dbpedia.org/resource/Frederick_III,_Holy_Roman_Emperor|170|Tag
171|Gerhard_Berger|http://dbpedia.org/resource/Gerhard_Berger|171|Tag
172|Barbara_Schett|http://dbpedia.org/resource/Barbara_Schett|172|Tag
173|Charles_I_of_Austria|http://dbpedia.org/resource/Charles_I_of_Austria|173|Tag
174|Erwin_Schrödinger|http://dbpedia.org/resource/Erwin_Schrödinger|174|Tag
175|Maximilian_II,_Holy_Roman_Emperor|http://dbpedia.org/resource/Maximilian_II,_Holy_Roman_Emperor|175|Tag
176|Ferdinand_III,_Holy_Roman_Emperor|http://dbpedia.org/resource/Ferdinand_III,_Holy_Roman_Emperor|176|Tag
177|Max_Steiner|http://dbpedia.org/resource/Max_Steiner|177|Tag
178|Alexander_Peya|http://dbpedia.org/resource/Alexander_Peya|178|Tag
179|Karl_Wendlinger|http://dbpedia.org/resource/Karl_Wendlinger|179|Tag
180|Joe_Zawinul|http://dbpedia.org/resource/Joe_Zawinul|180|Tag
181|Otto_of_Greece|http://dbpedia.org/resource/Otto_of_Greece|181|Tag
182|Martin_Buber|http://dbpedia.org/resource/Martin_Buber|182|Tag
183|Maria_Carolina_of_Austria|http://dbpedia.org/resource/Maria_Carolina_of_Austria|183|Tag
184|Oliver_Marach|http://dbpedia.org/resource/Oliver_Marach|184|Tag
185|Max_Reinhardt|http://dbpedia.org/resource/Max_Reinhardt|185|Tag
186|Sybille_Bammer|http://dbpedia.org/resource/Sybille_Bammer|186|Tag
187|Felix_Frankfurter|http://dbpedia.org/resource/Felix_Frankfurter|187|Tag
188|Joseph_I,_Holy_Roman_Emperor|http://dbpedia.org/resource/Joseph_I,_Holy_Roman_Emperor|188|Tag
189|Alexander_Wurz|http://dbpedia.org/resource/Alexander_Wurz|189|Tag
190|Maximilian_Schell|http://dbpedia.org/resource/Maximilian_Schell|190|Tag
191|Erich_von_Stroheim|http://dbpedia.org/resource/Erich_von_Stroheim|191|Tag
192|Wolfgang_Pauli|http://dbpedia.org/resource/Wolfgang_Pauli|192|Tag
193|Garry_Kasparov|http://dbpedia.org/resource/Garry_Kasparov|193|Tag
194|Mstislav_Rostropovich|http://dbpedia.org/resource/Mstislav_Rostropovich|194|Tag
195|Ilham_Aliyev|http://dbpedia.org/resource/Ilham_Aliyev|195|Tag
196|Max_Mirnyi|http://dbpedia.org/resource/Max_Mirnyi|196|Tag
197|Natasha_Zvereva|http://dbpedia.org/resource/Natasha_Zvereva|197|Tag
198|Marc_Chagall|http://dbpedia.org/resource/Marc_Chagall|198|Tag
199|Menachem_Begin|http://dbpedia.org/resource/Menachem_Begin|199|Tag
200|Victoria_Azarenka|http://dbpedia.org/resource/Victoria_Azarenka|200|Tag
201|Louis_B._Mayer|http://dbpedia.org/resource/Louis_B._Mayer|201|Tag
202|Olga_Govortsova|http://dbpedia.org/resource/Olga_Govortsova|202|Tag
203|Tatiana_Poutchek|http://dbpedia.org/resource/Tatiana_Poutchek|203|Tag
204|Tadeusz_Kościuszko|http://dbpedia.org/resource/Tadeusz_Kościuszko|204|Tag
205|Charles_V,_Holy_Roman_Emperor|http://dbpedia.org/resource/Charles_V,_Holy_Roman_Emperor|205|Tag
206|Charlemagne|http://dbpedia.org/resource/Charlemagne|206|Tag
207|Audrey_Hepburn|http://dbpedia.org/resource/Audrey_Hepburn|207|Tag
208|Kim_Clijsters|http://dbpedia.org/resource/Kim_Clijsters|208|Tag
209|John_of_Gaunt,_1st_Duke_of_Lancaster|http://dbpedia.org/resource/John_of_Gaunt,_1st_Duke_of_Lancaster|209|Tag
210|Olivier_Rochus|http://dbpedia.org/resource/Olivier_Rochus|210|Tag
211|Justine_Henin|http://dbpedia.org/resource/Justine_Henin|211|Tag
212|Anthony_van_Dyck|http://dbpedia.org/resource/Anthony_van_Dyck|212|Tag
213|Xavier_Malisse|http://dbpedia.org/resource/Xavier_Malisse|213|Tag
214|Django_Reinhardt|http://dbpedia.org/resource/Django_Reinhardt|214|Tag
215|Leopold_II_of_Belgium|http://dbpedia.org/resource/Leopold_II_of_Belgium|215|Tag
216|Jean-Claude_Van_Damme|http://dbpedia.org/resource/Jean-Claude_Van_Damme|216|Tag
217|Jacky_Ickx|http://dbpedia.org/resource/Jacky_Ickx|217|Tag
218|Jacques_Brel|http://dbpedia.org/resource/Jacques_Brel|218|Tag
219|César_Franck|http://dbpedia.org/resource/César_Franck|219|Tag
220|Christophe_Rochus|http://dbpedia.org/resource/Christophe_Rochus|220|Tag
221|Philip_I_of_Castile|http://dbpedia.org/resource/Philip_I_of_Castile|221|Tag
222|Albert_I_of_Belgium|http://dbpedia.org/resource/Albert_I_of_Belgium|222|Tag
223|Hergé|http://dbpedia.org/resource/Hergé|223|Tag
224|Thierry_Boutsen|http://dbpedia.org/resource/Thierry_Boutsen|224|Tag
225|Charles_Martel|http://dbpedia.org/resource/Charles_Martel|225|Tag
226|Claude_Lévi-Strauss|http://dbpedia.org/resource/Claude_Lévi-Strauss|226|Tag
227|René_Magritte|http://dbpedia.org/resource/René_Magritte|227|Tag
228|Eddy_Merckx|http://dbpedia.org/resource/Eddy_Merckx|228|Tag
229|Sabine_Appelmans|http://dbpedia.org/resource/Sabine_Appelmans|229|Tag
230|Maurice_Maeterlinck|http://dbpedia.org/resource/Maurice_Maeterlinck|230|Tag
231|Els_Callens|http://dbpedia.org/resource/Els_Callens|231|Tag
232|Yanina_Wickmayer|http://dbpedia.org/resource/Yanina_Wickmayer|232|Tag
233|Dominique_Monami|http://dbpedia.org/resource/Dominique_Monami|233|Tag
234|Kristof_Vliegen|http://dbpedia.org/resource/Kristof_Vliegen|234|Tag
235|Jan_van_Eyck|http://dbpedia.org/resource/Jan_van_Eyck|235|Tag
236|Toots_Thielemans|http://dbpedia.org/resource/Toots_Thielemans|236|Tag
237|Dick_Norman|http://dbpedia.org/resource/Dick_Norman|237|Tag
238|Leopold_III_of_Belgium|http://dbpedia.org/resource/Leopold_III_of_Belgium|238|Tag
239|William_III_of_the_Netherlands|http://dbpedia.org/resource/William_III_of_the_Netherlands|239|Tag
240|Steve_Darcis|http://dbpedia.org/resource/Steve_Darcis|240|Tag
241|Orlande_de_Lassus|http://dbpedia.org/resource/Orlande_de_Lassus|241|Tag
242|Georges_Simenon|http://dbpedia.org/resource/Georges_Simenon|242|Tag
243|Evo_Morales|http://dbpedia.org/resource/Evo_Morales|243|Tag
244|Ivan_Ljubičić|http://dbpedia.org/resource/Ivan_Ljubičić|244|Tag
245|Marin_Čilić|http://dbpedia.org/resource/Marin_Čilić|245|Tag
246|Pelé|http://dbpedia.org/resource/Pelé|246|Tag
247|Luiz_Inácio_Lula_da_Silva|http://dbpedia.org/resource/Luiz_Inácio_Lula_da_Silva|247|Tag
248|Ronaldo|http://dbpedia.org/resource/Ronaldo|248|Tag
249|Gustavo_Kuerten|http://dbpedia.org/resource/Gustavo_Kuerten|249|Tag
250|Ronaldinho|http://dbpedia.org/resource/Ronaldinho|250|Tag
251|André_Sá|http://dbpedia.org/resource/André_Sá|251|Tag
252|Pedro_II_of_Brazil|http://dbpedia.org/resource/Pedro_II_of_Brazil|252|Tag
253|Sérgio_Mendes|http://dbpedia.org/resource/Sérgio_Mendes|253|Tag
254|Getúlio_Vargas|http://dbpedia.org/resource/Getúlio_Vargas|254|Tag
255|Paulinho_da_Costa|http://dbpedia.org/resource/Paulinho_da_Costa|255|Tag
256|Caetano_Veloso|http://dbpedia.org/resource/Caetano_Veloso|256|Tag
257|Heitor_Villa-Lobos|http://dbpedia.org/resource/Heitor_Villa-Lobos|257|Tag
258|Kaká|http://dbpedia.org/resource/Kaká|258|Tag
259|Gilberto_Gil|http://dbpedia.org/resource/Gilberto_Gil|259|Tag
260|Maria_II_of_Portugal|http://dbpedia.org/resource/Maria_II_of_Portugal|260|Tag
261|Tony_Kanaan|http://dbpedia.org/resource/Tony_Kanaan|261|Tag
262|Marcelo_Melo|http://dbpedia.org/resource/Marcelo_Melo|262|Tag
263|Romário|http://dbpedia.org/resource/Romário|263|Tag
264|Marcos_Daniel|http://dbpedia.org/resource/Marcos_Daniel|264|Tag
265|Marc-Kevin_Goellner|http://dbpedia.org/resource/Marc-Kevin_Goellner|265|Tag
266|Vinicius_de_Moraes|http://dbpedia.org/resource/Vinicius_de_Moraes|266|Tag
267|Robinho|http://dbpedia.org/resource/Robinho|267|Tag
268|Magdalena_Maleeva|http://dbpedia.org/resource/Magdalena_Maleeva|268|Tag
269|Aurelian|http://dbpedia.org/resource/Aurelian|269|Tag
270|Belisarius|http://dbpedia.org/resource/Belisarius|270|Tag
271|Manuela_Maleeva|http://dbpedia.org/resource/Manuela_Maleeva|271|Tag
272|Dimitar_Berbatov|http://dbpedia.org/resource/Dimitar_Berbatov|272|Tag
273|Aung_San_Suu_Kyi|http://dbpedia.org/resource/Aung_San_Suu_Kyi|273|Tag
274|Nick_Drake|http://dbpedia.org/resource/Nick_Drake|274|Tag
275|Norodom_Sihanouk|http://dbpedia.org/resource/Norodom_Sihanouk|275|Tag
276|Patricia_Hy-Boulais|http://dbpedia.org/resource/Patricia_Hy-Boulais|276|Tag
277|Celine_Dion|http://dbpedia.org/resource/Celine_Dion|277|Tag
278|Neil_Young|http://dbpedia.org/resource/Neil_Young|278|Tag
279|Bryan_Adams|http://dbpedia.org/resource/Bryan_Adams|279|Tag
280|Stephen_Harper|http://dbpedia.org/resource/Stephen_Harper|280|Tag
281|Joni_Mitchell|http://dbpedia.org/resource/Joni_Mitchell|281|Tag
282|Pierre_Trudeau|http://dbpedia.org/resource/Pierre_Trudeau|282|Tag
283|Leonard_Cohen|http://dbpedia.org/resource/Leonard_Cohen|283|Tag
284|Avril_Lavigne|http://dbpedia.org/resource/Avril_Lavigne|284|Tag
285|Nelly_Furtado|http://dbpedia.org/resource/Nelly_Furtado|285|Tag
286|Alanis_Morissette|http://dbpedia.org/resource/Alanis_Morissette|286|Tag
287|William_Shatner|http://dbpedia.org/resource/William_Shatner|287|Tag
288|Jean_Chrétien|http://dbpedia.org/resource/Jean_Chrétien|288|Tag
289|Wayne_Gretzky|http://dbpedia.org/resource/Wayne_Gretzky|289|Tag
290|Brian_Mulroney|http://dbpedia.org/resource/Brian_Mulroney|290|Tag
291|Shania_Twain|http://dbpedia.org/resource/Shania_Twain|291|Tag
292|Paul_Martin|http://dbpedia.org/resource/Paul_Martin|292|Tag
293|James_Cameron|http://dbpedia.org/resource/James_Cameron|293|Tag
294|William_Lyon_Mackenzie_King|http://dbpedia.org/resource/William_Lyon_Mackenzie_King|294|Tag
295|Jim_Carrey|http://dbpedia.org/resource/Jim_Carrey|295|Tag
296|David_Foster|http://dbpedia.org/resource/David_Foster|296|Tag
297|Sarah_McLachlan|http://dbpedia.org/resource/Sarah_McLachlan|297|Tag
298|Michael_Bublé|http://dbpedia.org/resource/Michael_Bublé|298|Tag
299|Oscar_Peterson|http://dbpedia.org/resource/Oscar_Peterson|299|Tag
300|Justin_Bieber|http://dbpedia.org/resource/Justin_Bieber|300|Tag
301|Dan_Aykroyd|http://dbpedia.org/resource/Dan_Aykroyd|301|Tag
302|Anne_Murray|http://dbpedia.org/resource/Anne_Murray|302|Tag
303|Mary_Pickford|http://dbpedia.org/resource/Mary_Pickford|303|Tag
304|Paul_Anka|http://dbpedia.org/resource/Paul_Anka|304|Tag
305|Wilfrid_Laurier|http://dbpedia.org/resource/Wilfrid_Laurier|305|Tag
306|Margaret_Atwood|http://dbpedia.org/resource/Margaret_Atwood|306|Tag
307|John_Diefenbaker|http://dbpedia.org/resource/John_Diefenbaker|307|Tag
308|Donald_Sutherland|http://dbpedia.org/resource/Donald_Sutherland|308|Tag
309|Chris_Benoit|http://dbpedia.org/resource/Chris_Benoit|309|Tag
310|K.d._lang|http://dbpedia.org/resource/K.d._lang|310|Tag
311|Michael_J._Fox|http://dbpedia.org/resource/Michael_J._Fox|311|Tag
312|Jacques_Villeneuve|http://dbpedia.org/resource/Jacques_Villeneuve|312|Tag
313|Leslie_Nielsen|http://dbpedia.org/resource/Leslie_Nielsen|313|Tag
314|Gordon_Lightfoot|http://dbpedia.org/resource/Gordon_Lightfoot|314|Tag
315|Mack_Sennett|http://dbpedia.org/resource/Mack_Sennett|315|Tag
316|David_Cronenberg|http://dbpedia.org/resource/David_Cronenberg|316|Tag
317|Mike_Myers|http://dbpedia.org/resource/Mike_Myers|317|Tag
318|Joe_Clark|http://dbpedia.org/resource/Joe_Clark|318|Tag
319|Greg_Rusedski|http://dbpedia.org/resource/Greg_Rusedski|319|Tag
320|Mary_Pierce|http://dbpedia.org/resource/Mary_Pierce|320|Tag
321|Pamela_Anderson|http://dbpedia.org/resource/Pamela_Anderson|321|Tag
322|Mario_Lemieux|http://dbpedia.org/resource/Mario_Lemieux|322|Tag
323|Frank_Gehry|http://dbpedia.org/resource/Frank_Gehry|323|Tag
324|Robbie_Robertson|http://dbpedia.org/resource/Robbie_Robertson|324|Tag
325|Robert_Borden|http://dbpedia.org/resource/Robert_Borden|325|Tag
326|Bob_Rae|http://dbpedia.org/resource/Bob_Rae|326|Tag
327|Diana_Krall|http://dbpedia.org/resource/Diana_Krall|327|Tag
328|Roddy_Piper|http://dbpedia.org/resource/Roddy_Piper|328|Tag
329|Martin_Short|http://dbpedia.org/resource/Martin_Short|329|Tag
330|Mike_Harris|http://dbpedia.org/resource/Mike_Harris|330|Tag
331|Glenn_Ford|http://dbpedia.org/resource/Glenn_Ford|331|Tag
