:ID(Organisation)|name|url|id:long|:LABEL
23|Líneas_Aéreas_Privadas_Argentinas|http://dbpedia.org/resource/Líneas_Aéreas_Privadas_Argentinas|23|Company
24|Aero_VIP_(Argentina)|http://dbpedia.org/resource/Aero_VIP_(Argentina)|24|Company
25|CATA_Línea_Aérea|http://dbpedia.org/resource/CATA_Línea_Aérea|25|Company
26|LADE|http://dbpedia.org/resource/LADE|26|Company
27|Líneas_Aéreas_Federales|http://dbpedia.org/resource/Líneas_Aéreas_Federales|27|Company
28|LAN_Argentina|http://dbpedia.org/resource/LAN_Argentina|28|Company
29|Sol_Líneas_Aéreas|http://dbpedia.org/resource/Sol_Líneas_Aéreas|29|Company
30|Andes_Líneas_Aéreas|http://dbpedia.org/resource/Andes_Líneas_Aéreas|30|Company
31|Silver_Sky_Airlines|http://dbpedia.org/resource/Silver_Sky_Airlines|31|Company
32|Dinar_Líneas_Aéreas|http://dbpedia.org/resource/Dinar_Líneas_Aéreas|32|Company
33|Aerochaco|http://dbpedia.org/resource/Aerochaco|33|Company
34|Trans_Australia_Airlines|http://dbpedia.org/resource/Trans_Australia_Airlines|34|Company
35|Ansett_Australia|http://dbpedia.org/resource/Ansett_Australia|35|Company
36|Skywest_Airlines|http://dbpedia.org/resource/Skywest_Airlines|36|Company
37|Virgin_Blue|http://dbpedia.org/resource/Virgin_Blue|37|Company
38|Jetstar_Airways|http://dbpedia.org/resource/Jetstar_Airways|38|Company
39|Kendell_Airlines|http://dbpedia.org/resource/Kendell_Airlines|39|Company
40|Impulse_Airlines|http://dbpedia.org/resource/Impulse_Airlines|40|Company
41|Sunshine_Express_Airlines|http://dbpedia.org/resource/Sunshine_Express_Airlines|41|Company
42|Norfolk_Jet_Express|http://dbpedia.org/resource/Norfolk_Jet_Express|42|Company
43|Alliance_Airlines|http://dbpedia.org/resource/Alliance_Airlines|43|Company
44|Aeropelican_Air_Services|http://dbpedia.org/resource/Aeropelican_Air_Services|44|Company
45|Aero-Tropics_Air_Services|http://dbpedia.org/resource/Aero-Tropics_Air_Services|45|Company
46|Emu_Airways|http://dbpedia.org/resource/Emu_Airways|46|Company
47|Cobham_Aviation_Services_Australia|http://dbpedia.org/resource/Cobham_Aviation_Services_Australia|47|Company
48|Rossair_(Australia)|http://dbpedia.org/resource/Rossair_(Australia)|48|Company
49|Airlines_of_Tasmania|http://dbpedia.org/resource/Airlines_of_Tasmania|49|Company
50|Tasman_Cargo_Airlines|http://dbpedia.org/resource/Tasman_Cargo_Airlines|50|Company
51|Australian_air_Express|http://dbpedia.org/resource/Australian_air_Express|51|Company
52|Toll_Aviation|http://dbpedia.org/resource/Toll_Aviation|52|Company
53|Skippers_Aviation|http://dbpedia.org/resource/Skippers_Aviation|53|Company
54|Skytrans_Airlines|http://dbpedia.org/resource/Skytrans_Airlines|54|Company
55|East-West_Airlines_(Australia)|http://dbpedia.org/resource/East-West_Airlines_(Australia)|55|Company
56|Regional_Express_Airlines|http://dbpedia.org/resource/Regional_Express_Airlines|56|Company
57|QantasLink|http://dbpedia.org/resource/QantasLink|57|Company
58|Flight_West_Airlines|http://dbpedia.org/resource/Flight_West_Airlines|58|Company
59|Brindabella_Airlines|http://dbpedia.org/resource/Brindabella_Airlines|59|Company
60|Tasair|http://dbpedia.org/resource/Tasair|60|Company
61|OzJet|http://dbpedia.org/resource/OzJet|61|Company
62|Eastern_Australia_Airlines|http://dbpedia.org/resource/Eastern_Australia_Airlines|62|Company
63|Eco_Airlines|http://dbpedia.org/resource/Eco_Airlines|63|Company
64|Sunstate_Airlines|http://dbpedia.org/resource/Sunstate_Airlines|64|Company
65|HeavyLift_Cargo_Airlines|http://dbpedia.org/resource/HeavyLift_Cargo_Airlines|65|Company
66|Palm_Beach_Seaplanes|http://dbpedia.org/resource/Palm_Beach_Seaplanes|66|Company
67|SkyAirWorld|http://dbpedia.org/resource/SkyAirWorld|67|Company
68|Pacific_Air_Express|http://dbpedia.org/resource/Pacific_Air_Express|68|Company
69|RMA_Gold_Airways|http://dbpedia.org/resource/RMA_Gold_Airways|69|Company
70|Tiger_Airways_Australia|http://dbpedia.org/resource/Tiger_Airways_Australia|70|Company
71|Express_Freighters_Australia|http://dbpedia.org/resource/Express_Freighters_Australia|71|Company
72|V_Australia|http://dbpedia.org/resource/V_Australia|72|Company
73|Skytraders|http://dbpedia.org/resource/Skytraders|73|Company
74|Airtex_Aviation|http://dbpedia.org/resource/Airtex_Aviation|74|Company
75|Sharp_Airlines|http://dbpedia.org/resource/Sharp_Airlines|75|Company
76|Toll_Priority|http://dbpedia.org/resource/Toll_Priority|76|Company
77|AlphaJet_Airlines|http://dbpedia.org/resource/AlphaJet_Airlines|77|Company
78|Strategic_Airlines|http://dbpedia.org/resource/Strategic_Airlines|78|Company
79|Lauda_Air|http://dbpedia.org/resource/Lauda_Air|79|Company
80|Tyrolean_Airways|http://dbpedia.org/resource/Tyrolean_Airways|80|Company
81|Niki_(airline)|http://dbpedia.org/resource/Niki_(airline)|81|Company
82|Air_Alps|http://dbpedia.org/resource/Air_Alps|82|Company
83|Welcome_Air|http://dbpedia.org/resource/Welcome_Air|83|Company
84|Amerer_Air|http://dbpedia.org/resource/Amerer_Air|84|Company
85|InterSky|http://dbpedia.org/resource/InterSky|85|Company
86|LTU_Austria|http://dbpedia.org/resource/LTU_Austria|86|Company
87|Styrian_Spirit|http://dbpedia.org/resource/Styrian_Spirit|87|Company
88|Teamline_Air|http://dbpedia.org/resource/Teamline_Air|88|Company
89|Slovenian_Spirit|http://dbpedia.org/resource/Slovenian_Spirit|89|Company
90|Fairline|http://dbpedia.org/resource/Fairline|90|Company
91|Austrian_Airlines|http://dbpedia.org/resource/Austrian_Airlines|91|Company
92|Jetalliance|http://dbpedia.org/resource/Jetalliance|92|Company
93|Tyrolean_Jet_Services|http://dbpedia.org/resource/Tyrolean_Jet_Services|93|Company
94|Air_Sylhet|http://dbpedia.org/resource/Air_Sylhet|94|Company
95|Robin_Hood_Aviation|http://dbpedia.org/resource/Robin_Hood_Aviation|95|Company
96|MAP_Jet|http://dbpedia.org/resource/MAP_Jet|96|Company
97|Montana_Austria|http://dbpedia.org/resource/Montana_Austria|97|Company
98|Austrojet|http://dbpedia.org/resource/Austrojet|98|Company
99|Mali_Air|http://dbpedia.org/resource/Mali_Air|99|Company
100|Azerbaijan_Airlines|http://dbpedia.org/resource/Azerbaijan_Airlines|100|Company
101|Turan_Air|http://dbpedia.org/resource/Turan_Air|101|Company
102|Silk_Way_Airlines|http://dbpedia.org/resource/Silk_Way_Airlines|102|Company
103|Azal_Avia_Cargo|http://dbpedia.org/resource/Azal_Avia_Cargo|103|Company
104|Imair_Airlines|http://dbpedia.org/resource/Imair_Airlines|104|Company
105|SW_Business_Aviation|http://dbpedia.org/resource/SW_Business_Aviation|105|Company
106|Belavia|http://dbpedia.org/resource/Belavia|106|Company
107|Gomelavia|http://dbpedia.org/resource/Gomelavia|107|Company
108|TransAVIAexport_Airlines|http://dbpedia.org/resource/TransAVIAexport_Airlines|108|Company
109|Genex|http://dbpedia.org/resource/Genex|109|Company
110|Sabena|http://dbpedia.org/resource/Sabena|110|Company
111|SN_Brussels_Airlines|http://dbpedia.org/resource/SN_Brussels_Airlines|111|Company
112|Virgin_Express|http://dbpedia.org/resource/Virgin_Express|112|Company
113|VLM_Airlines|http://dbpedia.org/resource/VLM_Airlines|113|Company
114|TNT_Airways|http://dbpedia.org/resource/TNT_Airways|114|Company
115|European_Air_Transport|http://dbpedia.org/resource/European_Air_Transport|115|Company
116|Thomas_Cook_Airlines_Belgium|http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium|116|Company
117|Abelag_Aviation|http://dbpedia.org/resource/Abelag_Aviation|117|Company
118|CityBird|http://dbpedia.org/resource/CityBird|118|Company
119|Jetairfly|http://dbpedia.org/resource/Jetairfly|119|Company
120|Brussels_Airlines|http://dbpedia.org/resource/Brussels_Airlines|120|Company
121|Cargo_B_Airlines|http://dbpedia.org/resource/Cargo_B_Airlines|121|Company
122|Lloyd_Aéreo_Boliviano|http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano|122|Company
123|AeroSur_(Bolivia)|http://dbpedia.org/resource/AeroSur_(Bolivia)|123|Company
124|TAM_–_Transporte_Aéreo_Militar|http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar|124|Company
125|Amaszonas|http://dbpedia.org/resource/Amaszonas|125|Company
126|Aerolíneas_Sudamericanas|http://dbpedia.org/resource/Aerolíneas_Sudamericanas|126|Company
127|TAB_–_Transportes_Aéreos_Bolivianos|http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos|127|Company
128|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación|128|Company
129|Air_Srpska|http://dbpedia.org/resource/Air_Srpska|129|Company
130|Arnoro|http://dbpedia.org/resource/Arnoro|130|Company
131|B&H_Airlines|http://dbpedia.org/resource/B&H_Airlines|131|Company
132|Bosnia_Airlines|http://dbpedia.org/resource/Bosnia_Airlines|132|Company
133|Sky_Srpska|http://dbpedia.org/resource/Sky_Srpska|133|Company
134|Icar_Air|http://dbpedia.org/resource/Icar_Air|134|Company
135|Gol_Transportes_Aéreos|http://dbpedia.org/resource/Gol_Transportes_Aéreos|135|Company
136|TAM_Airlines|http://dbpedia.org/resource/TAM_Airlines|136|Company
137|VASP|http://dbpedia.org/resource/VASP|137|Company
138|Avianca_Brazil|http://dbpedia.org/resource/Avianca_Brazil|138|Company
139|Abaeté_Linhas_Aéreas|http://dbpedia.org/resource/Abaeté_Linhas_Aéreas|139|Company
140|ABSA_Cargo_Airline|http://dbpedia.org/resource/ABSA_Cargo_Airline|140|Company
141|Air_Minas_Linhas_Aéreas|http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas|141|Company
142|ATA_Brasil|http://dbpedia.org/resource/ATA_Brasil|142|Company
143|Cruiser_Linhas_Aéreas|http://dbpedia.org/resource/Cruiser_Linhas_Aéreas|143|Company
144|Fly_Linhas_Aéreas|http://dbpedia.org/resource/Fly_Linhas_Aéreas|144|Company
145|Meta_Transportes_Aéreos|http://dbpedia.org/resource/Meta_Transportes_Aéreos|145|Company
146|Nordeste_Linhas_Aéreas_Regionais|http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais|146|Company
147|Pantanal_Linhas_Aéreas|http://dbpedia.org/resource/Pantanal_Linhas_Aéreas|147|Company
148|PENTA_–_Pena_Transportes_Aéreos|http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos|148|Company
149|Puma_Air|http://dbpedia.org/resource/Puma_Air|149|Company
150|Rico_Linhas_Aéreas|http://dbpedia.org/resource/Rico_Linhas_Aéreas|150|Company
151|Rio_Sul_Serviços_Aéreos_Regionais|http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais|151|Company
152|Skymaster_Airlines|http://dbpedia.org/resource/Skymaster_Airlines|152|Company
153|TAF_Linhas_Aéreas|http://dbpedia.org/resource/TAF_Linhas_Aéreas|153|Company
154|Total_Linhas_Aéreas|http://dbpedia.org/resource/Total_Linhas_Aéreas|154|Company
155|Varig_Logística|http://dbpedia.org/resource/Varig_Logística|155|Company
156|BRA_Transportes_Aéreos|http://dbpedia.org/resource/BRA_Transportes_Aéreos|156|Company
157|Gensa|http://dbpedia.org/resource/Gensa|157|Company
158|TEAM_Linhas_Aéreas|http://dbpedia.org/resource/TEAM_Linhas_Aéreas|158|Company
159|NHT_Linhas_Aéreas|http://dbpedia.org/resource/NHT_Linhas_Aéreas|159|Company
160|WebJet_Linhas_Aéreas|http://dbpedia.org/resource/WebJet_Linhas_Aéreas|160|Company
161|Passaredo_Linhas_Aéreas|http://dbpedia.org/resource/Passaredo_Linhas_Aéreas|161|Company
162|Serviços_Aéreos_Cruzeiro_do_Sul|http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul|162|Company
163|Azul_Brazilian_Airlines|http://dbpedia.org/resource/Azul_Brazilian_Airlines|163|Company
164|Flex_Linhas_Aéreas|http://dbpedia.org/resource/Flex_Linhas_Aéreas|164|Company
165|Master_Top_Airlines|http://dbpedia.org/resource/Master_Top_Airlines|165|Company
166|Real_Transportes_Aéreos|http://dbpedia.org/resource/Real_Transportes_Aéreos|166|Company
167|ETA_–_Empresa_de_Transporte_Aéreo|http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo|167|Company
168|Paraense_Transportes_Aéreos|http://dbpedia.org/resource/Paraense_Transportes_Aéreos|168|Company
169|Aerovias_Brasil|http://dbpedia.org/resource/Aerovias_Brasil|169|Company
170|Transportes_Aéreos_Nacional|http://dbpedia.org/resource/Transportes_Aéreos_Nacional|170|Company
171|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|171|Company
172|TAC_–_Transportes_Aéreos_Catarinense|http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense|172|Company
173|SETE_Linhas_Aéreas|http://dbpedia.org/resource/SETE_Linhas_Aéreas|173|Company
174|Sol_Linhas_Aéreas|http://dbpedia.org/resource/Sol_Linhas_Aéreas|174|Company
175|Whitejets|http://dbpedia.org/resource/Whitejets|175|Company
176|Aeronorte|http://dbpedia.org/resource/Aeronorte|176|Company
177|VASD_–_Viação_Aérea_Santos_Dumont|http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont|177|Company
178|Noar_Linhas_Aéreas|http://dbpedia.org/resource/Noar_Linhas_Aéreas|178|Company
179|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|179|Company
180|Air_Vias|http://dbpedia.org/resource/Air_Vias|180|Company
181|Aerolloyd_Iguassu|http://dbpedia.org/resource/Aerolloyd_Iguassu|181|Company
182|TAM_–_Táxi_Aéreo_Marília|http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília|182|Company
183|Linhas_Aéreas_Natal|http://dbpedia.org/resource/Linhas_Aéreas_Natal|183|Company
184|Companhia_Itaú_de_Transportes_Aéreos|http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos|184|Company
185|Platinum_Air_Linhas_Aéreas|http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas|185|Company
186|Balkan_Bulgarian_Airlines|http://dbpedia.org/resource/Balkan_Bulgarian_Airlines|186|Company
187|Hemus_Air|http://dbpedia.org/resource/Hemus_Air|187|Company
188|Bulgaria_Air|http://dbpedia.org/resource/Bulgaria_Air|188|Company
189|Viaggio_Air|http://dbpedia.org/resource/Viaggio_Air|189|Company
190|Bulgarian_Air_Charter|http://dbpedia.org/resource/Bulgarian_Air_Charter|190|Company
191|BH_Air|http://dbpedia.org/resource/BH_Air|191|Company
192|Wizz_Air_Bulgaria|http://dbpedia.org/resource/Wizz_Air_Bulgaria|192|Company
193|Heli_Air|http://dbpedia.org/resource/Heli_Air|193|Company
194|Cargoair|http://dbpedia.org/resource/Cargoair|194|Company
195|President_Airlines|http://dbpedia.org/resource/President_Airlines|195|Company
196|Cambodia_Airlines|http://dbpedia.org/resource/Cambodia_Airlines|196|Company
197|Royal_Phnom_Penh_Airways|http://dbpedia.org/resource/Royal_Phnom_Penh_Airways|197|Company
198|Siem_Reap_Airways_International|http://dbpedia.org/resource/Siem_Reap_Airways_International|198|Company
199|Angkor_Airways|http://dbpedia.org/resource/Angkor_Airways|199|Company
200|Royal_Khmer_Airlines|http://dbpedia.org/resource/Royal_Khmer_Airlines|200|Company
201|PMTair|http://dbpedia.org/resource/PMTair|201|Company
202|Kampuchea_Airlines|http://dbpedia.org/resource/Kampuchea_Airlines|202|Company
203|Air_Dream|http://dbpedia.org/resource/Air_Dream|203|Company
204|Cambodia_Angkor_Air|http://dbpedia.org/resource/Cambodia_Angkor_Air|204|Company
205|Cameroon_Airlines|http://dbpedia.org/resource/Cameroon_Airlines|205|Company
206|National_Airways_Cameroon|http://dbpedia.org/resource/National_Airways_Cameroon|206|Company
207|Elysian_Airlines|http://dbpedia.org/resource/Elysian_Airlines|207|Company
208|Air_Leasing_Cameroon|http://dbpedia.org/resource/Air_Leasing_Cameroon|208|Company
209|Section_Liaison_Air_Yaoundé|http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé|209|Company
210|Air_Canada|http://dbpedia.org/resource/Air_Canada|210|Company
211|WestJet|http://dbpedia.org/resource/WestJet|211|Company
212|Air_Ontario|http://dbpedia.org/resource/Air_Ontario|212|Company
213|Nolinor_Aviation|http://dbpedia.org/resource/Nolinor_Aviation|213|Company
214|Regional_1|http://dbpedia.org/resource/Regional_1|214|Company
215|Buffalo_Airways|http://dbpedia.org/resource/Buffalo_Airways|215|Company
216|Bar_XH_Air|http://dbpedia.org/resource/Bar_XH_Air|216|Company
217|Alta_Flights|http://dbpedia.org/resource/Alta_Flights|217|Company
218|AllCanada_Express|http://dbpedia.org/resource/AllCanada_Express|218|Company
219|Alberta_Citylink|http://dbpedia.org/resource/Alberta_Citylink|219|Company
220|Air_Satellite|http://dbpedia.org/resource/Air_Satellite|220|Company
221|Kelowna_Flightcraft_Air_Charter|http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter|221|Company
222|Calm_Air|http://dbpedia.org/resource/Calm_Air|222|Company
223|Cargojet_Airways|http://dbpedia.org/resource/Cargojet_Airways|223|Company
224|SkyLink_Aviation|http://dbpedia.org/resource/SkyLink_Aviation|224|Company
225|KD_Air|http://dbpedia.org/resource/KD_Air|225|Company
226|Cougar_Helicopters|http://dbpedia.org/resource/Cougar_Helicopters|226|Company
227|Sunwest_Aviation|http://dbpedia.org/resource/Sunwest_Aviation|227|Company
228|Summit_Air|http://dbpedia.org/resource/Summit_Air|228|Company
229|Perimeter_Aviation|http://dbpedia.org/resource/Perimeter_Aviation|229|Company
230|Skyxpress_Airline|http://dbpedia.org/resource/Skyxpress_Airline|230|Company
231|Kivalliq_Air|http://dbpedia.org/resource/Kivalliq_Air|231|Company
232|Alkan_Air|http://dbpedia.org/resource/Alkan_Air|232|Company
233|Air_Southwest_(Canada)|http://dbpedia.org/resource/Air_Southwest_(Canada)|233|Company
234|Morningstar_Air_Express|http://dbpedia.org/resource/Morningstar_Air_Express|234|Company
235|Val_Air|http://dbpedia.org/resource/Val_Air|235|Company
236|Canadian_Helicopters|http://dbpedia.org/resource/Canadian_Helicopters|236|Company
237|Corporate_Express_(airline)|http://dbpedia.org/resource/Corporate_Express_(airline)|237|Company
238|Brock_Air_Services|http://dbpedia.org/resource/Brock_Air_Services|238|Company
239|NAC_Air|http://dbpedia.org/resource/NAC_Air|239|Company
240|North_Cariboo_Air|http://dbpedia.org/resource/North_Cariboo_Air|240|Company
241|Aeropro|http://dbpedia.org/resource/Aeropro|241|Company
242|Pascan_Aviation|http://dbpedia.org/resource/Pascan_Aviation|242|Company
243|Arctic_Sunwest_Charters|http://dbpedia.org/resource/Arctic_Sunwest_Charters|243|Company
244|Northern_Thunderbird_Air|http://dbpedia.org/resource/Northern_Thunderbird_Air|244|Company
245|Flair_Airlines|http://dbpedia.org/resource/Flair_Airlines|245|Company
246|Wolverine_Air|http://dbpedia.org/resource/Wolverine_Air|246|Company
247|Enerjet|http://dbpedia.org/resource/Enerjet|247|Company
248|Propair|http://dbpedia.org/resource/Propair|248|Company
249|Air_Afrique_Horizon|http://dbpedia.org/resource/Air_Afrique_Horizon|249|Company
250|Toumaï_Air_Tchad|http://dbpedia.org/resource/Toumaï_Air_Tchad|250|Company
251|Mid_Express_Tchad|http://dbpedia.org/resource/Mid_Express_Tchad|251|Company
252|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines|252|Company
253|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP|253|Company
254|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile|254|Company
255|Sky_Airline|http://dbpedia.org/resource/Sky_Airline|255|Company
256|Aerocardal|http://dbpedia.org/resource/Aerocardal|256|Company
257|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile|257|Company
258|LAN_Express|http://dbpedia.org/resource/LAN_Express|258|Company
259|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros|259|Company
260|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines|260|Company
261|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia|261|Company
262|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia|262|Company
263|SCADTA|http://dbpedia.org/resource/SCADTA|263|Company
264|Tampa_Cargo|http://dbpedia.org/resource/Tampa_Cargo|264|Company
265|AeroSucre|http://dbpedia.org/resource/AeroSucre|265|Company
266|AeroTACA|http://dbpedia.org/resource/AeroTACA|266|Company
267|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación|267|Company
268|SATENA|http://dbpedia.org/resource/SATENA|268|Company
269|West_Caribbean_Airways|http://dbpedia.org/resource/West_Caribbean_Airways|269|Company
270|Helicol|http://dbpedia.org/resource/Helicol|270|Company
271|AIRES|http://dbpedia.org/resource/AIRES|271|Company
272|Avianca_Cargo|http://dbpedia.org/resource/Avianca_Cargo|272|Company
273|SACO_(Colombia)|http://dbpedia.org/resource/SACO_(Colombia)|273|Company
274|AeroCóndor|http://dbpedia.org/resource/AeroCóndor|274|Company
275|Líneas_Aéreas_Suramericanas|http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas|275|Company
276|Aerolínea_de_Antioquia|http://dbpedia.org/resource/Aerolínea_de_Antioquia|276|Company
277|APSA_Colombia|http://dbpedia.org/resource/APSA_Colombia|277|Company
278|Aexpa|http://dbpedia.org/resource/Aexpa|278|Company
279|Vertical_de_Aviación|http://dbpedia.org/resource/Vertical_de_Aviación|279|Company
280|SARPA|http://dbpedia.org/resource/SARPA|280|Company
281|Helicargo|http://dbpedia.org/resource/Helicargo|281|Company
282|Central_Charter_de_Colombia|http://dbpedia.org/resource/Central_Charter_de_Colombia|282|Company
283|Cosmos_Air_Cargo|http://dbpedia.org/resource/Cosmos_Air_Cargo|283|Company
284|SADELCA|http://dbpedia.org/resource/SADELCA|284|Company
285|Cargo_Express|http://dbpedia.org/resource/Cargo_Express|285|Company
286|AeroSur_(Colombia)|http://dbpedia.org/resource/AeroSur_(Colombia)|286|Company
287|Colombian_Air_Cargo|http://dbpedia.org/resource/Colombian_Air_Cargo|287|Company
288|TAC_Colombia|http://dbpedia.org/resource/TAC_Colombia|288|Company
289|EasyFly|http://dbpedia.org/resource/EasyFly|289|Company
290|Líneas_Aéreas_La_Urraca|http://dbpedia.org/resource/Líneas_Aéreas_La_Urraca|290|Company
291|Copa_Airlines_Colombia|http://dbpedia.org/resource/Copa_Airlines_Colombia|291|Company
292|Croatia_Airlines|http://dbpedia.org/resource/Croatia_Airlines|292|Company
293|Air_Adriatic|http://dbpedia.org/resource/Air_Adriatic|293|Company
294|Dubrovnik_Airline|http://dbpedia.org/resource/Dubrovnik_Airline|294|Company
295|Trade_Air|http://dbpedia.org/resource/Trade_Air|295|Company
296|Cubana_de_Aviación|http://dbpedia.org/resource/Cubana_de_Aviación|296|Company
297|Aero_Caribbean|http://dbpedia.org/resource/Aero_Caribbean|297|Company
298|Aerogaviota|http://dbpedia.org/resource/Aerogaviota|298|Company
299|Czech_Airlines|http://dbpedia.org/resource/Czech_Airlines|299|Company
300|Travel_Service_Airlines|http://dbpedia.org/resource/Travel_Service_Airlines|300|Company
301|SmartWings|http://dbpedia.org/resource/SmartWings|301|Company
302|ABS_Jets|http://dbpedia.org/resource/ABS_Jets|302|Company
303|Charter_Air|http://dbpedia.org/resource/Charter_Air|303|Company
304|Central_Connect_Airlines|http://dbpedia.org/resource/Central_Connect_Airlines|304|Company
305|Euro_Cargo_Air|http://dbpedia.org/resource/Euro_Cargo_Air|305|Company
306|Grossmann_Jet_Service|http://dbpedia.org/resource/Grossmann_Jet_Service|306|Company
307|Silver_Air_(Czech_Republic)|http://dbpedia.org/resource/Silver_Air_(Czech_Republic)|307|Company
308|Business_Aviation|http://dbpedia.org/resource/Business_Aviation|308|Company
309|Hewa_Bora_Airways|http://dbpedia.org/resource/Hewa_Bora_Airways|309|Company
310|Wimbi_Dira_Airways|http://dbpedia.org/resource/Wimbi_Dira_Airways|310|Company
311|Bravo_Air_Congo|http://dbpedia.org/resource/Bravo_Air_Congo|311|Company
312|Air_Tropiques|http://dbpedia.org/resource/Air_Tropiques|312|Company
313|Air_Kasai|http://dbpedia.org/resource/Air_Kasai|313|Company
314|Flight_Express|http://dbpedia.org/resource/Flight_Express|314|Company
315|Lignes_Aériennes_Congolaises|http://dbpedia.org/resource/Lignes_Aériennes_Congolaises|315|Company
316|Trans_Service_Airlift|http://dbpedia.org/resource/Trans_Service_Airlift|316|Company
317|Kivu_Air|http://dbpedia.org/resource/Kivu_Air|317|Company
318|Kinshasa_Airways|http://dbpedia.org/resource/Kinshasa_Airways|318|Company
319|Malift_Air|http://dbpedia.org/resource/Malift_Air|319|Company
320|MIBA_Aviation|http://dbpedia.org/resource/MIBA_Aviation|320|Company
321|Africa_One|http://dbpedia.org/resource/Africa_One|321|Company
322|Free_Airlines|http://dbpedia.org/resource/Free_Airlines|322|Company
323|Great_Lakes_Business_Company|http://dbpedia.org/resource/Great_Lakes_Business_Company|323|Company
324|Karibu_Airways|http://dbpedia.org/resource/Karibu_Airways|324|Company
325|AirDC|http://dbpedia.org/resource/AirDC|325|Company
326|Agefreco_Air|http://dbpedia.org/resource/Agefreco_Air|326|Company
327|Filair|http://dbpedia.org/resource/Filair|327|Company
328|Scibe_Airlift|http://dbpedia.org/resource/Scibe_Airlift|328|Company
329|Korongo|http://dbpedia.org/resource/Korongo|329|Company
330|Congo_Express|http://dbpedia.org/resource/Congo_Express|330|Company
