:START_ID(Person)|:END_ID(Tag)|:TYPE
10995116277844|1667|hasInterest
10995116277844|1681|hasInterest
10995116277844|1996|hasInterest
10995116277844|2077|hasInterest
10995116277844|2085|hasInterest
10995116277844|2785|hasInterest
10995116277844|2788|hasInterest
10995116277844|2816|hasInterest
10995116277844|2838|hasInterest
10995116277844|2869|hasInterest
10995116277844|5192|hasInterest
10995116277844|6385|hasInterest
10995116277844|6409|hasInterest
10995116277844|7594|hasInterest
10995116277844|9317|hasInterest
10995116277844|9474|hasInterest
10995116277992|138|hasInterest
10995116277992|2014|hasInterest
10995116277992|2794|hasInterest
10995116277992|2809|hasInterest
10995116277992|2822|hasInterest
10995116277992|4851|hasInterest
10995116277992|6968|hasInterest
10995116277992|9272|hasInterest
10995116277992|11875|hasInterest
10995116277992|13818|hasInterest
65|139|hasInterest
65|278|hasInterest
65|522|hasInterest
65|524|hasInterest
65|598|hasInterest
65|801|hasInterest
65|807|hasInterest
65|973|hasInterest
65|1180|hasInterest
65|1614|hasInterest
65|1763|hasInterest
65|1764|hasInterest
65|1909|hasInterest
65|1953|hasInterest
65|1986|hasInterest
65|1992|hasInterest
65|2000|hasInterest
65|2001|hasInterest
65|2018|hasInterest
65|2048|hasInterest
65|2083|hasInterest
65|2782|hasInterest
65|2783|hasInterest
65|2801|hasInterest
65|2817|hasInterest
65|2827|hasInterest
65|2830|hasInterest
65|2836|hasInterest
65|2961|hasInterest
65|3072|hasInterest
65|3095|hasInterest
65|3109|hasInterest
65|4895|hasInterest
65|5013|hasInterest
65|5147|hasInterest
65|5303|hasInterest
65|5702|hasInterest
65|6363|hasInterest
65|6413|hasInterest
65|6945|hasInterest
65|7009|hasInterest
65|7015|hasInterest
65|7520|hasInterest
65|9146|hasInterest
65|9436|hasInterest
65|10782|hasInterest
8796093022313|0|hasInterest
2199023255634|543|hasInterest
4398046511220|140|hasInterest
4398046511220|458|hasInterest
4398046511220|469|hasInterest
4398046511220|781|hasInterest
4398046511220|1021|hasInterest
4398046511220|1025|hasInterest
4398046511220|1174|hasInterest
4398046511220|1187|hasInterest
4398046511220|1197|hasInterest
4398046511220|1410|hasInterest
4398046511220|1470|hasInterest
4398046511220|1678|hasInterest
4398046511220|1680|hasInterest
4398046511220|1768|hasInterest
4398046511220|1953|hasInterest
4398046511220|1987|hasInterest
4398046511220|1990|hasInterest
4398046511220|1994|hasInterest
4398046511220|1995|hasInterest
4398046511220|2004|hasInterest
4398046511220|2047|hasInterest
4398046511220|2059|hasInterest
4398046511220|2067|hasInterest
4398046511220|2081|hasInterest
4398046511220|2110|hasInterest
4398046511220|2796|hasInterest
4398046511220|2798|hasInterest
4398046511220|2844|hasInterest
4398046511220|2850|hasInterest
4398046511220|2861|hasInterest
4398046511220|2912|hasInterest
4398046511220|2915|hasInterest
4398046511220|2961|hasInterest
4398046511220|2998|hasInterest
4398046511220|3029|hasInterest
4398046511220|3048|hasInterest
4398046511220|3049|hasInterest
4398046511220|3052|hasInterest
4398046511220|3082|hasInterest
4398046511220|5085|hasInterest
4398046511220|5106|hasInterest
4398046511220|5644|hasInterest
4398046511220|6439|hasInterest
4398046511220|6733|hasInterest
4398046511220|6753|hasInterest
4398046511220|6835|hasInterest
4398046511220|6976|hasInterest
4398046511220|6980|hasInterest
4398046511220|7509|hasInterest
4398046511220|7596|hasInterest
4398046511220|7948|hasInterest
4398046511220|8167|hasInterest
4398046511220|8651|hasInterest
4398046511220|9161|hasInterest
4398046511220|9317|hasInterest
4398046511220|10988|hasInterest
4398046511220|11399|hasInterest
4398046511220|11410|hasInterest
4398046511220|12711|hasInterest
4398046511220|14681|hasInterest
4398046511256|561|hasInterest
4398046511256|566|hasInterest
195|2|hasInterest
6597069766763|1021|hasInterest
6597069766763|1664|hasInterest
6597069766763|2002|hasInterest
6597069766763|2041|hasInterest
6597069766763|2074|hasInterest
6597069766763|2781|hasInterest
6597069766763|2796|hasInterest
6597069766763|2816|hasInterest
6597069766763|2861|hasInterest
6597069766763|3055|hasInterest
6597069766763|5129|hasInterest
6597069766763|6354|hasInterest
6597069766763|6878|hasInterest
6597069766763|7330|hasInterest
6597069766763|7523|hasInterest
6597069766763|7604|hasInterest
6597069766763|10147|hasInterest
6597069766763|11745|hasInterest
4398046511268|448|hasInterest
4398046511268|788|hasInterest
4398046511268|1959|hasInterest
4398046511343|61|hasInterest
4398046511343|280|hasInterest
4398046511343|282|hasInterest
4398046511343|294|hasInterest
4398046511343|458|hasInterest
4398046511343|544|hasInterest
4398046511343|565|hasInterest
4398046511343|576|hasInterest
4398046511343|580|hasInterest
4398046511343|775|hasInterest
4398046511343|777|hasInterest
4398046511343|1152|hasInterest
4398046511343|1154|hasInterest
4398046511343|1194|hasInterest
4398046511343|1200|hasInterest
4398046511343|1410|hasInterest
4398046511343|1506|hasInterest
4398046511343|1545|hasInterest
4398046511343|1671|hasInterest
4398046511343|1681|hasInterest
4398046511343|1753|hasInterest
4398046511343|1985|hasInterest
4398046511343|1993|hasInterest
4398046511343|1996|hasInterest
4398046511343|2042|hasInterest
4398046511343|2047|hasInterest
4398046511343|2063|hasInterest
4398046511343|2066|hasInterest
4398046511343|2777|hasInterest
4398046511343|2778|hasInterest
4398046511343|2779|hasInterest
4398046511343|2784|hasInterest
4398046511343|2785|hasInterest
4398046511343|2789|hasInterest
4398046511343|2790|hasInterest
4398046511343|2792|hasInterest
4398046511343|2799|hasInterest
4398046511343|2807|hasInterest
4398046511343|2811|hasInterest
4398046511343|2847|hasInterest
4398046511343|2918|hasInterest
4398046511343|2932|hasInterest
4398046511343|2975|hasInterest
4398046511343|2976|hasInterest
4398046511343|3030|hasInterest
4398046511343|3080|hasInterest
4398046511343|3095|hasInterest
4398046511343|4982|hasInterest
4398046511343|5063|hasInterest
4398046511343|5119|hasInterest
4398046511343|5184|hasInterest
4398046511343|6438|hasInterest
4398046511343|6451|hasInterest
4398046511343|6456|hasInterest
4398046511343|6704|hasInterest
4398046511343|6733|hasInterest
4398046511343|6940|hasInterest
4398046511343|7510|hasInterest
4398046511343|7523|hasInterest
4398046511343|7587|hasInterest
4398046511343|9170|hasInterest
4398046511343|9195|hasInterest
4398046511343|9227|hasInterest
4398046511343|9231|hasInterest
4398046511343|9277|hasInterest
4398046511343|9279|hasInterest
4398046511343|9339|hasInterest
4398046511343|10037|hasInterest
4398046511343|11743|hasInterest
4398046511343|13609|hasInterest
4398046511252|1024|hasInterest
4398046511252|1164|hasInterest
4398046511252|9098|hasInterest
4398046511252|11622|hasInterest
6597069766759|138|hasInterest
6597069766759|148|hasInterest
6597069766759|253|hasInterest
6597069766759|293|hasInterest
6597069766759|571|hasInterest
6597069766759|1022|hasInterest
6597069766759|1164|hasInterest
6597069766759|1176|hasInterest
6597069766759|1195|hasInterest
6597069766759|1670|hasInterest
6597069766759|1909|hasInterest
6597069766759|1940|hasInterest
6597069766759|1985|hasInterest
6597069766759|1987|hasInterest
6597069766759|2000|hasInterest
6597069766759|2020|hasInterest
6597069766759|2053|hasInterest
6597069766759|2063|hasInterest
6597069766759|2072|hasInterest
6597069766759|2097|hasInterest
6597069766759|2780|hasInterest
6597069766759|2783|hasInterest
6597069766759|2786|hasInterest
6597069766759|2795|hasInterest
6597069766759|2804|hasInterest
6597069766759|2812|hasInterest
6597069766759|2829|hasInterest
6597069766759|2857|hasInterest
6597069766759|2868|hasInterest
6597069766759|2873|hasInterest
6597069766759|2875|hasInterest
6597069766759|2880|hasInterest
6597069766759|2881|hasInterest
6597069766759|2914|hasInterest
6597069766759|2935|hasInterest
6597069766759|3000|hasInterest
6597069766759|3026|hasInterest
6597069766759|3058|hasInterest
6597069766759|5085|hasInterest
6597069766759|6409|hasInterest
6597069766759|6522|hasInterest
6597069766759|6759|hasInterest
6597069766759|6834|hasInterest
6597069766759|6981|hasInterest
6597069766759|7572|hasInterest
6597069766759|7598|hasInterest
6597069766759|9319|hasInterest
6597069766759|12558|hasInterest
6597069766759|13275|hasInterest
6597069766812|1196|hasInterest
6597069766812|1995|hasInterest
6597069766812|2068|hasInterest
6597069766812|4844|hasInterest
6597069766889|2356|hasInterest
50|140|hasInterest
50|205|hasInterest
50|279|hasInterest
50|417|hasInterest
50|538|hasInterest
50|565|hasInterest
50|571|hasInterest
50|577|hasInterest
50|598|hasInterest
50|795|hasInterest
50|805|hasInterest
50|973|hasInterest
50|978|hasInterest
50|1152|hasInterest
50|1188|hasInterest
50|1452|hasInterest
50|1616|hasInterest
50|1671|hasInterest
50|1986|hasInterest
50|2003|hasInterest
50|2008|hasInterest
50|2009|hasInterest
50|2018|hasInterest
50|2089|hasInterest
50|2779|hasInterest
50|2780|hasInterest
50|2789|hasInterest
50|2790|hasInterest
50|2807|hasInterest
50|2813|hasInterest
50|2819|hasInterest
50|2826|hasInterest
50|2828|hasInterest
50|2833|hasInterest
50|2835|hasInterest
50|2881|hasInterest
50|2894|hasInterest
50|2900|hasInterest
50|2902|hasInterest
50|2914|hasInterest
50|2937|hasInterest
50|2983|hasInterest
50|2989|hasInterest
50|2998|hasInterest
50|3018|hasInterest
50|3037|hasInterest
50|3066|hasInterest
50|3082|hasInterest
50|3108|hasInterest
50|4844|hasInterest
50|4847|hasInterest
50|5085|hasInterest
50|5156|hasInterest
50|5197|hasInterest
50|6449|hasInterest
50|6525|hasInterest
50|6556|hasInterest
50|6697|hasInterest
50|6733|hasInterest
50|6982|hasInterest
50|7835|hasInterest
50|8949|hasInterest
50|9058|hasInterest
50|9076|hasInterest
50|9209|hasInterest
50|9329|hasInterest
50|9729|hasInterest
50|9862|hasInterest
50|10446|hasInterest
50|10499|hasInterest
50|11289|hasInterest
50|11586|hasInterest
50|11657|hasInterest
50|12257|hasInterest
50|12594|hasInterest
50|13821|hasInterest
50|14664|hasInterest
2199023255730|776|hasInterest
4398046511105|461|hasInterest
4398046511105|592|hasInterest
4398046511105|1024|hasInterest
4398046511105|1195|hasInterest
4398046511105|1548|hasInterest
4398046511105|1985|hasInterest
4398046511105|1988|hasInterest
4398046511105|2034|hasInterest
4398046511105|2067|hasInterest
4398046511105|2782|hasInterest
4398046511105|5117|hasInterest
4398046511105|5124|hasInterest
4398046511105|5147|hasInterest
4398046511105|7603|hasInterest
4398046511105|13138|hasInterest
4398046511315|60|hasInterest
4398046511315|565|hasInterest
4398046511315|567|hasInterest
4398046511315|795|hasInterest
4398046511315|1170|hasInterest
4398046511315|1545|hasInterest
4398046511315|1611|hasInterest
4398046511315|2026|hasInterest
4398046511315|2031|hasInterest
4398046511315|2038|hasInterest
4398046511315|2780|hasInterest
4398046511315|2784|hasInterest
4398046511315|2785|hasInterest
4398046511315|2800|hasInterest
4398046511315|2801|hasInterest
4398046511315|2828|hasInterest
4398046511315|2844|hasInterest
4398046511315|3016|hasInterest
4398046511315|3089|hasInterest
4398046511315|5578|hasInterest
4398046511315|6397|hasInterest
4398046511315|6683|hasInterest
4398046511315|6989|hasInterest
4398046511315|7547|hasInterest
4398046511315|8832|hasInterest
4398046511315|9141|hasInterest
4398046511315|9244|hasInterest
4398046511315|10149|hasInterest
4398046511315|15447|hasInterest
6597069766845|973|hasInterest
8796093022239|1410|hasInterest
8796093022301|975|hasInterest
8796093022301|2086|hasInterest
8796093022301|2782|hasInterest
8796093022301|9261|hasInterest
8796093022301|11226|hasInterest
2199023255736|196|hasInterest
2199023255736|206|hasInterest
2199023255736|273|hasInterest
2199023255736|1171|hasInterest
2199023255736|2070|hasInterest
2199023255736|2785|hasInterest
2199023255736|2824|hasInterest
2199023255736|2900|hasInterest
2199023255736|2924|hasInterest
2199023255736|2970|hasInterest
2199023255736|3054|hasInterest
2199023255736|3080|hasInterest
2199023255736|6990|hasInterest
2199023255736|11379|hasInterest
2199023255767|1732|hasInterest
4398046511224|278|hasInterest
4398046511224|299|hasInterest
4398046511224|1174|hasInterest
4398046511224|1451|hasInterest
4398046511224|1504|hasInterest
4398046511224|1747|hasInterest
4398046511224|2076|hasInterest
4398046511224|2082|hasInterest
4398046511224|2818|hasInterest
4398046511224|2907|hasInterest
4398046511224|6136|hasInterest
4398046511224|6354|hasInterest
4398046511224|7253|hasInterest
4398046511224|12638|hasInterest
2199023255612|1410|hasInterest
2199023255621|138|hasInterest
2199023255621|147|hasInterest
2199023255621|524|hasInterest
2199023255621|570|hasInterest
2199023255621|779|hasInterest
2199023255621|788|hasInterest
2199023255621|973|hasInterest
2199023255621|1031|hasInterest
2199023255621|1185|hasInterest
2199023255621|1546|hasInterest
2199023255621|1614|hasInterest
2199023255621|1617|hasInterest
2199023255621|1671|hasInterest
2199023255621|1682|hasInterest
2199023255621|1910|hasInterest
2199023255621|1923|hasInterest
2199023255621|1999|hasInterest
2199023255621|2002|hasInterest
2199023255621|2015|hasInterest
2199023255621|2049|hasInterest
2199023255621|2058|hasInterest
2199023255621|2082|hasInterest
2199023255621|2089|hasInterest
2199023255621|2103|hasInterest
2199023255621|2779|hasInterest
2199023255621|2781|hasInterest
2199023255621|2784|hasInterest
2199023255621|2794|hasInterest
2199023255621|2807|hasInterest
2199023255621|2816|hasInterest
2199023255621|2834|hasInterest
2199023255621|2852|hasInterest
2199023255621|2912|hasInterest
2199023255621|2944|hasInterest
2199023255621|2955|hasInterest
2199023255621|2998|hasInterest
2199023255621|3001|hasInterest
2199023255621|3041|hasInterest
2199023255621|3048|hasInterest
2199023255621|3069|hasInterest
2199023255621|3086|hasInterest
2199023255621|5118|hasInterest
2199023255621|5147|hasInterest
2199023255621|5191|hasInterest
2199023255621|5607|hasInterest
2199023255621|5763|hasInterest
2199023255621|6704|hasInterest
2199023255621|7522|hasInterest
2199023255621|7594|hasInterest
2199023255621|7694|hasInterest
2199023255621|8192|hasInterest
2199023255621|8526|hasInterest
2199023255621|8537|hasInterest
2199023255621|9098|hasInterest
2199023255621|9319|hasInterest
2199023255621|10096|hasInterest
2199023255621|11743|hasInterest
2199023255621|11795|hasInterest
2199023255621|13665|hasInterest
8796093022404|273|hasInterest
108|140|hasInterest
108|141|hasInterest
108|147|hasInterest
108|283|hasInterest
108|286|hasInterest
108|289|hasInterest
108|291|hasInterest
108|566|hasInterest
108|779|hasInterest
108|791|hasInterest
108|802|hasInterest
108|1026|hasInterest
108|1171|hasInterest
108|1177|hasInterest
108|1178|hasInterest
108|1183|hasInterest
108|1545|hasInterest
108|1735|hasInterest
108|1763|hasInterest
108|1986|hasInterest
108|1998|hasInterest
108|2033|hasInterest
108|2040|hasInterest
108|2065|hasInterest
108|2785|hasInterest
108|2800|hasInterest
108|2805|hasInterest
108|2827|hasInterest
108|2831|hasInterest
108|2857|hasInterest
108|2887|hasInterest
108|2893|hasInterest
108|2905|hasInterest
108|2914|hasInterest
108|2922|hasInterest
108|2932|hasInterest
108|2961|hasInterest
108|2989|hasInterest
108|2997|hasInterest
108|3027|hasInterest
108|3070|hasInterest
108|3086|hasInterest
108|5147|hasInterest
108|6263|hasInterest
108|6411|hasInterest
108|6413|hasInterest
108|6585|hasInterest
108|6661|hasInterest
108|6872|hasInterest
108|6982|hasInterest
108|6990|hasInterest
108|7025|hasInterest
108|7517|hasInterest
108|7534|hasInterest
108|7570|hasInterest
108|7926|hasInterest
108|8506|hasInterest
108|8741|hasInterest
108|9141|hasInterest
108|9177|hasInterest
108|11099|hasInterest
108|11625|hasInterest
108|11628|hasInterest
108|11801|hasInterest
108|13818|hasInterest
234|139|hasInterest
234|141|hasInterest
234|143|hasInterest
234|146|hasInterest
234|418|hasInterest
234|471|hasInterest
234|524|hasInterest
234|566|hasInterest
234|570|hasInterest
234|577|hasInterest
234|578|hasInterest
234|581|hasInterest
234|780|hasInterest
234|782|hasInterest
234|785|hasInterest
234|786|hasInterest
234|790|hasInterest
234|798|hasInterest
234|973|hasInterest
234|1022|hasInterest
234|1024|hasInterest
234|1170|hasInterest
234|1178|hasInterest
234|1180|hasInterest
234|1182|hasInterest
234|1187|hasInterest
234|1204|hasInterest
234|1207|hasInterest
234|1454|hasInterest
234|1548|hasInterest
234|1616|hasInterest
234|1759|hasInterest
234|1909|hasInterest
234|1990|hasInterest
234|2020|hasInterest
234|2021|hasInterest
234|2041|hasInterest
234|2073|hasInterest
234|2092|hasInterest
234|2805|hasInterest
234|2823|hasInterest
234|2845|hasInterest
234|2912|hasInterest
234|3000|hasInterest
234|3004|hasInterest
234|3041|hasInterest
234|3067|hasInterest
234|5161|hasInterest
234|5170|hasInterest
234|6962|hasInterest
234|7380|hasInterest
234|7396|hasInterest
234|7507|hasInterest
234|9143|hasInterest
234|9163|hasInterest
234|9174|hasInterest
234|11232|hasInterest
8796093022222|139|hasInterest
8796093022222|290|hasInterest
8796093022222|584|hasInterest
8796093022222|779|hasInterest
8796093022222|781|hasInterest
8796093022222|782|hasInterest
8796093022222|783|hasInterest
8796093022222|804|hasInterest
8796093022222|1031|hasInterest
8796093022222|1621|hasInterest
8796093022222|1760|hasInterest
8796093022222|1763|hasInterest
8796093022222|1997|hasInterest
8796093022222|2001|hasInterest
8796093022222|2008|hasInterest
8796093022222|2031|hasInterest
8796093022222|2038|hasInterest
8796093022222|2045|hasInterest
8796093022222|2067|hasInterest
8796093022222|2074|hasInterest
8796093022222|2794|hasInterest
8796093022222|2797|hasInterest
8796093022222|2824|hasInterest
8796093022222|2825|hasInterest
8796093022222|2826|hasInterest
8796093022222|2865|hasInterest
8796093022222|2870|hasInterest
8796093022222|2908|hasInterest
8796093022222|2938|hasInterest
8796093022222|2942|hasInterest
8796093022222|2999|hasInterest
8796093022222|3020|hasInterest
8796093022222|3035|hasInterest
8796093022222|3041|hasInterest
8796093022222|3043|hasInterest
8796093022222|3044|hasInterest
8796093022222|5063|hasInterest
8796093022222|5156|hasInterest
8796093022222|5163|hasInterest
8796093022222|6763|hasInterest
8796093022222|6887|hasInterest
8796093022222|6991|hasInterest
8796093022222|7148|hasInterest
8796093022222|7507|hasInterest
8796093022222|7517|hasInterest
8796093022222|8225|hasInterest
8796093022222|8372|hasInterest
8796093022222|10712|hasInterest
8796093022222|10925|hasInterest
8796093022222|11515|hasInterest
8796093022222|11582|hasInterest
10995116277794|458|hasInterest
10995116277794|790|hasInterest
10995116277794|1200|hasInterest
10995116277794|2033|hasInterest
10995116277794|2789|hasInterest
10995116277794|2790|hasInterest
10995116277794|2871|hasInterest
10995116277794|2932|hasInterest
10995116277794|4966|hasInterest
10995116277794|7005|hasInterest
48|590|hasInterest
48|777|hasInterest
48|1747|hasInterest
48|2903|hasInterest
48|6383|hasInterest
48|9510|hasInterest
85|224|hasInterest
6597069766818|1444|hasInterest
2199023255753|1768|hasInterest
2199023255753|4844|hasInterest
6597069766839|277|hasInterest
6597069766839|448|hasInterest
6597069766839|1930|hasInterest
6597069766839|2045|hasInterest
6597069766839|2778|hasInterest
6597069766839|2826|hasInterest
6597069766839|5095|hasInterest
6597069766839|5116|hasInterest
6597069766839|5147|hasInterest
6597069766839|5364|hasInterest
6597069766839|5957|hasInterest
6597069766839|7001|hasInterest
6597069766839|7088|hasInterest
6597069766839|7514|hasInterest
6597069766839|7790|hasInterest
6597069766839|9012|hasInterest
6597069766839|12115|hasInterest
102|2084|hasInterest
2199023255712|569|hasInterest
2199023255712|582|hasInterest
2199023255712|1201|hasInterest
2199023255712|1207|hasInterest
2199023255712|1450|hasInterest
2199023255712|1615|hasInterest
2199023255712|1683|hasInterest
2199023255712|1686|hasInterest
2199023255712|2021|hasInterest
2199023255712|2041|hasInterest
2199023255712|2090|hasInterest
2199023255712|2097|hasInterest
2199023255712|2819|hasInterest
2199023255712|2841|hasInterest
2199023255712|2861|hasInterest
2199023255712|2901|hasInterest
2199023255712|3053|hasInterest
2199023255712|5161|hasInterest
2199023255712|5191|hasInterest
2199023255712|5250|hasInterest
2199023255712|6147|hasInterest
2199023255712|6365|hasInterest
2199023255712|6456|hasInterest
2199023255712|6704|hasInterest
2199023255712|7034|hasInterest
2199023255712|10917|hasInterest
6597069766681|246|hasInterest
6597069766681|1985|hasInterest
6597069766681|2990|hasInterest
6597069766681|6438|hasInterest
4398046511352|1932|hasInterest
4398046511352|2933|hasInterest
6597069766831|6|hasInterest
6597069766831|8|hasInterest
6597069766831|295|hasInterest
6597069766831|573|hasInterest
6597069766831|575|hasInterest
6597069766831|596|hasInterest
6597069766831|775|hasInterest
6597069766831|779|hasInterest
6597069766831|1178|hasInterest
6597069766831|1180|hasInterest
6597069766831|1191|hasInterest
6597069766831|1454|hasInterest
6597069766831|1614|hasInterest
6597069766831|1762|hasInterest
6597069766831|1984|hasInterest
6597069766831|2023|hasInterest
6597069766831|2068|hasInterest
6597069766831|2837|hasInterest
6597069766831|2919|hasInterest
6597069766831|3034|hasInterest
6597069766831|4847|hasInterest
6597069766831|5085|hasInterest
6597069766831|6413|hasInterest
6597069766831|6945|hasInterest
6597069766831|6990|hasInterest
6597069766831|11258|hasInterest
6597069766831|11379|hasInterest
6597069766831|11628|hasInterest
6597069766831|11742|hasInterest
6597069766831|12002|hasInterest
8796093022322|466|hasInterest
8796093022322|5438|hasInterest
6|6|hasInterest
6|587|hasInterest
6|588|hasInterest
6|782|hasInterest
6|1153|hasInterest
6|1173|hasInterest
6|1179|hasInterest
6|1180|hasInterest
6|1187|hasInterest
6|1193|hasInterest
6|1206|hasInterest
6|1454|hasInterest
6|1545|hasInterest
6|1760|hasInterest
6|1762|hasInterest
6|1863|hasInterest
6|1940|hasInterest
6|2031|hasInterest
6|2048|hasInterest
6|2067|hasInterest
6|5132|hasInterest
6|6413|hasInterest
6|6945|hasInterest
6|9063|hasInterest
6|9479|hasInterest
6|11250|hasInterest
6|11379|hasInterest
6597069766722|2|hasInterest
6597069766722|2057|hasInterest
8796093022291|198|hasInterest
8796093022300|1524|hasInterest
238|4843|hasInterest
6597069766734|8|hasInterest
6597069766734|468|hasInterest
6597069766734|778|hasInterest
6597069766734|791|hasInterest
6597069766734|796|hasInterest
6597069766734|1615|hasInterest
6597069766734|1684|hasInterest
6597069766734|1929|hasInterest
6597069766734|1987|hasInterest
6597069766734|1997|hasInterest
6597069766734|2009|hasInterest
6597069766734|2011|hasInterest
6597069766734|2030|hasInterest
6597069766734|2051|hasInterest
6597069766734|2068|hasInterest
6597069766734|2088|hasInterest
6597069766734|2108|hasInterest
6597069766734|2784|hasInterest
6597069766734|2789|hasInterest
6597069766734|2790|hasInterest
6597069766734|2803|hasInterest
6597069766734|2808|hasInterest
6597069766734|2813|hasInterest
6597069766734|2838|hasInterest
6597069766734|2861|hasInterest
6597069766734|2876|hasInterest
6597069766734|2916|hasInterest
6597069766734|2928|hasInterest
6597069766734|2962|hasInterest
6597069766734|2984|hasInterest
6597069766734|2993|hasInterest
6597069766734|3066|hasInterest
6597069766734|3098|hasInterest
6597069766734|5078|hasInterest
6597069766734|5147|hasInterest
6597069766734|5197|hasInterest
6597069766734|6409|hasInterest
6597069766734|6984|hasInterest
6597069766734|6999|hasInterest
6597069766734|7015|hasInterest
6597069766734|7200|hasInterest
6597069766734|7275|hasInterest
6597069766734|7512|hasInterest
6597069766734|7563|hasInterest
6597069766734|10037|hasInterest
6597069766734|10313|hasInterest
6597069766734|11254|hasInterest
6597069766734|11541|hasInterest
6597069766734|11611|hasInterest
