:START_ID(Forum)|:END_ID(Person)|joinDate|:TYPE
343597383720|4398046511231|1288740604567|hasMember
343597383720|4398046511268|1290384722789|hasMember
343597383720|6597069766708|1289831137820|hasMember
343597383720|8796093022348|1289325039472|hasMember
343597383720|8796093022357|1289736353454|hasMember
343597383720|8796093022390|1289100645693|hasMember
343597383720|8796093022452|1290192500317|hasMember
274877906997|4398046511113|1288795968996|hasMember
68719476791|2199023255629|1272995434647|hasMember
68719476791|4398046511113|1278536396093|hasMember
137438953528|41|1278454668464|hasMember
137438953528|73|1279160074334|hasMember
137438953528|2199023255574|1279949859019|hasMember
137438953528|2199023255689|1279847047511|hasMember
137438953528|2199023255711|1278611245632|hasMember
137438953528|2199023255742|1279240214284|hasMember
137438953528|4398046511239|1279996803849|hasMember
137438953528|4398046511327|1277824343497|hasMember
137438953528|6597069766722|1281102280903|hasMember
137438953528|6597069766775|1283079793463|hasMember
137438953528|6597069766786|1280802840297|hasMember
137438953528|8796093022300|1284777232535|hasMember
137438953528|8796093022320|1287569953159|hasMember
137438953528|10995116277918|1289485279403|hasMember
137438953529|6597069766769|1279995606678|hasMember
59|153|1269065562955|hasMember
59|4398046511327|1274774982545|hasMember
59|10995116277918|1290455862301|hasMember
59|10995116277992|1289454270761|hasMember
206158430268|4398046511146|1281778563125|hasMember
206158430268|10995116277918|1290047793316|hasMember
137438953534|102|1274454164114|hasMember
137438953534|238|1273707035363|hasMember
137438953534|2199023255580|1272820445509|hasMember
137438953534|2199023255612|1272916265358|hasMember
137438953534|2199023255629|1274439299257|hasMember
137438953534|2199023255767|1273228074920|hasMember
137438953534|4398046511225|1275960190449|hasMember
137438953534|4398046511351|1276020857027|hasMember
137438953534|6597069766672|1279902542428|hasMember
137438953534|6597069766708|1281453873842|hasMember
137438953534|8796093022248|1284343258548|hasMember
137438953534|8796093022390|1283291112793|hasMember
137438953534|8796093022404|1287752927964|hasMember
137438953534|10995116277992|1290384722789|hasMember
206158430271|2199023255580|1286954409253|hasMember
206158430271|2199023255629|1279598864031|hasMember
206158430271|2199023255767|1288127640267|hasMember
206158430271|4398046511351|1284365449166|hasMember
206158430271|8796093022404|1288477601301|hasMember
206158430272|102|1287540405799|hasMember
206158430272|238|1284613316655|hasMember
206158430272|4398046511351|1283112668431|hasMember
206158430272|6597069766708|1290506793115|hasMember
206158430272|8796093022248|1287479560000|hasMember
206158430272|8796093022390|1289095008991|hasMember
137438953537|238|1290478949724|hasMember
137438953537|2199023255612|1277365933060|hasMember
137438953537|2199023255629|1278638030827|hasMember
137438953537|2199023255767|1283664004853|hasMember
137438953537|4398046511225|1278718969367|hasMember
137438953537|4398046511351|1285812599641|hasMember
137438953537|10995116277992|1290434533170|hasMember
274877907010|102|1289001983629|hasMember
274877907010|2199023255612|1289076871531|hasMember
274877907010|2199023255629|1288608225323|hasMember
274877907010|4398046511225|1287144140136|hasMember
274877907010|6597069766672|1286851881124|hasMember
274877907010|6597069766708|1289862599955|hasMember
274877907010|8796093022404|1288868472243|hasMember
343597383747|2199023255612|1290057152017|hasMember
343597383747|4398046511351|1290595599092|hasMember
343597383747|6597069766672|1290664860270|hasMember
206158430276|102|1286925327611|hasMember
206158430276|238|1286620223194|hasMember
206158430276|2199023255580|1289638194013|hasMember
206158430276|2199023255629|1283386601380|hasMember
206158430276|4398046511225|1289623110457|hasMember
206158430276|4398046511351|1286359054056|hasMember
206158430276|6597069766672|1282069229439|hasMember
206158430276|8796093022390|1285207833564|hasMember
137438953542|2199023255580|1281607769136|hasMember
137438953542|2199023255612|1283733509321|hasMember
137438953542|2199023255629|1290086906350|hasMember
137438953542|2199023255767|1274852508709|hasMember
137438953542|4398046511225|1283314106340|hasMember
137438953542|4398046511351|1282175518505|hasMember
137438953542|6597069766708|1285633844239|hasMember
137438953544|2199023255574|1276133437781|hasMember
137438953544|2199023255616|1275378716497|hasMember
137438953544|8796093022452|1285369532380|hasMember
137438953544|10995116277891|1289667925683|hasMember
137438953546|2199023255616|1286908969952|hasMember
137438953546|8796093022452|1289029250561|hasMember
274877907020|2199023255574|1288667203285|hasMember
274877907020|2199023255616|1286404041507|hasMember
274877907020|8796093022452|1286941367926|hasMember
274877907022|2199023255574|1287625780620|hasMember
274877907022|2199023255616|1288628244722|hasMember
274877907022|8796093022452|1290322987942|hasMember
274877907022|10995116277891|1290238284543|hasMember
274877907023|2199023255574|1288416607512|hasMember
274877907023|8796093022452|1288178572679|hasMember
206158430289|2199023255742|1278196825422|hasMember
206158430289|4398046511113|1279899611657|hasMember
206158430289|4398046511324|1278984486112|hasMember
206158430289|8796093022390|1284007495033|hasMember
206158430289|10995116277918|1289175567080|hasMember
206158430290|4398046511225|1279760432846|hasMember
206158430290|4398046511316|1279886491805|hasMember
206158430290|4398046511333|1280870251080|hasMember
206158430290|6597069766708|1281837046170|hasMember
206158430290|8796093022390|1284399818975|hasMember
274877907027|4398046511225|1289534516122|hasMember
274877907027|4398046511316|1288829555271|hasMember
274877907027|8796093022390|1288127250499|hasMember
274877907029|4398046511333|1290459338607|hasMember
206158430294|4398046511225|1284107978356|hasMember
206158430294|4398046511333|1286457226794|hasMember
206158430294|8796093022390|1286680954392|hasMember
206158430295|4398046511225|1287718584559|hasMember
206158430295|6597069766708|1290561610935|hasMember
93|10995116277918|1289052834053|hasMember
68719476830|2199023255742|1271946504396|hasMember
68719476830|6597069766861|1284104295219|hasMember
274877907039|6597069766861|1287950303654|hasMember
274877907039|4398046511158|1290100430109|hasMember
274877907039|2199023255789|1289974555774|hasMember
274877907039|108|1289564859662|hasMember
274877907039|4398046511261|1287248751264|hasMember
274877907039|2199023255612|1288548467714|hasMember
274877907039|4398046511330|1288446703625|hasMember
274877907039|2199023255591|1288995863530|hasMember
274877907039|2199023255756|1287132878467|hasMember
274877907039|4398046511232|1290511361202|hasMember
274877907039|102|1287672425331|hasMember
274877907039|228|1288464917878|hasMember
274877907039|2199023255766|1287870850143|hasMember
274877907039|76|1290318295531|hasMember
274877907039|8796093022411|1288725197217|hasMember
274877907039|6597069766747|1287340469816|hasMember
274877907039|8796093022322|1289625249206|hasMember
274877907039|94|1287727957333|hasMember
274877907039|6597069766819|1289475459940|hasMember
274877907039|6597069766667|1288873712120|hasMember
274877907039|4398046511123|1289526904349|hasMember
274877907039|208|1287078602368|hasMember
274877907039|4398046511249|1288771970024|hasMember
274877907039|2199023255767|1289153290546|hasMember
274877907039|6597069766708|1288332429053|hasMember
274877907039|246|1290112077185|hasMember
206158430304|2199023255742|1287602981457|hasMember
206158430304|6597069766861|1285636066260|hasMember
206158430305|2199023255742|1290400696575|hasMember
206158430305|6597069766861|1286438408132|hasMember
137438953570|6597069766861|1285829952814|hasMember
274877907043|6597069766861|1289932416109|hasMember
137438953576|2199023255742|1282372555074|hasMember
137438953576|6597069766861|1285824377189|hasMember
137438953577|102|1278342979553|hasMember
137438953577|143|1276176103136|hasMember
137438953577|2199023255746|1278134552895|hasMember
137438953577|4398046511333|1278396774016|hasMember
137438953577|6597069766660|1281136884764|hasMember
137438953577|6597069766769|1280214127688|hasMember
137438953577|6597069766794|1283005233528|hasMember
137438953577|8796093022357|1288468234402|hasMember
137438953577|8796093022404|1287110441847|hasMember
137438953577|10995116277891|1288174477745|hasMember
137438953577|10995116277992|1289591812357|hasMember
137438953578|4398046511333|1276992270410|hasMember
137438953578|6597069766786|1282900668035|hasMember
274877907058|136|1284873357312|hasMember
274877907058|153|1284469042976|hasMember
274877907058|2199023255612|1285006072446|hasMember
274877907058|2199023255629|1282936299651|hasMember
274877907058|4398046511333|1284461064838|hasMember
274877907058|6597069766775|1283752195855|hasMember
274877907058|8796093022232|1288767508489|hasMember
274877907058|8796093022357|1288573001986|hasMember
274877907058|8796093022414|1285411241852|hasMember
274877907059|4398046511333|1284573636330|hasMember
274877907059|8796093022232|1289210279148|hasMember
274877907059|8796093022357|1289281460597|hasMember
274877907059|8796093022414|1289903601591|hasMember
274877907060|136|1290662429978|hasMember
274877907060|153|1286666756660|hasMember
274877907060|2199023255629|1286584325063|hasMember
274877907060|6597069766775|1286195137378|hasMember
274877907060|8796093022232|1289955185689|hasMember
274877907061|153|1290468149094|hasMember
274877907061|6597069766775|1289497672481|hasMember
343597383798|8796093022357|1289901170101|hasMember
343597383798|8796093022414|1290521620094|hasMember
274877907063|2199023255616|1284922514481|hasMember
274877907063|2199023255689|1285011454891|hasMember
274877907063|2199023255746|1283916076738|hasMember
274877907063|4398046511124|1285234261369|hasMember
274877907063|6597069766756|1284742139290|hasMember
274877907063|6597069766828|1284731939366|hasMember
274877907066|2199023255616|1285901267036|hasMember
274877907066|4398046511124|1286259724080|hasMember
274877907066|6597069766828|1285545589030|hasMember
68719476862|102|1270240546264|hasMember
68719476862|150|1270502162640|hasMember
68719476862|228|1271339465480|hasMember
68719476862|2199023255574|1271769402403|hasMember
68719476862|2199023255713|1271511785537|hasMember
68719476862|2199023255779|1271407251271|hasMember
68719476862|4398046511109|1273462336048|hasMember
68719476862|4398046511268|1273228074920|hasMember
68719476862|4398046511297|1273781726795|hasMember
68719476862|6597069766672|1281367530352|hasMember
68719476862|6597069766746|1280934267302|hasMember
68719476862|6597069766769|1279839973540|hasMember
68719476862|6597069766861|1282996834952|hasMember
68719476862|6597069766896|1283307449386|hasMember
68719476862|8796093022232|1288945966251|hasMember
68719476862|8796093022248|1285226506933|hasMember
68719476862|8796093022357|1288204654777|hasMember
68719476862|8796093022363|1282958671224|hasMember
68719476862|10995116278009|1288990747112|hasMember
137438953599|4398046511146|1277970182698|hasMember
137438953599|4398046511333|1278522139977|hasMember
137438953599|6597069766660|1281202852666|hasMember
137438953599|8796093022357|1288457534939|hasMember
137438953599|10995116277891|1288383141680|hasMember
137438953599|10995116277918|1289196870050|hasMember
68719476864|41|1272373610443|hasMember
68719476864|136|1273019852636|hasMember
68719476864|238|1274151759488|hasMember
68719476864|2199023255629|1273344838103|hasMember
68719476864|4398046511268|1272916265358|hasMember
68719476864|4398046511292|1275111727969|hasMember
68719476864|8796093022232|1289049005055|hasMember
68719476864|8796093022239|1285006072446|hasMember
68719476864|8796093022404|1287963923873|hasMember
68719476865|2199023255574|1269897424307|hasMember
68719476865|2199023255629|1270678956817|hasMember
68719476865|4398046511231|1273134840405|hasMember
274877907074|10|1287503507238|hasMember
274877907074|143|1285618379381|hasMember
274877907074|238|1286711154352|hasMember
274877907074|2199023255580|1287028193706|hasMember
274877907074|2199023255612|1287963923873|hasMember
274877907074|2199023255746|1286826888515|hasMember
274877907074|4398046511105|1287110441847|hasMember
274877907074|4398046511146|1286311973488|hasMember
274877907074|4398046511192|1285751138780|hasMember
274877907074|4398046511205|1285980873250|hasMember
274877907074|4398046511268|1287752927964|hasMember
274877907074|4398046511292|1285759348062|hasMember
274877907074|4398046511327|1285846945952|hasMember
274877907074|4398046511333|1285749024143|hasMember
274877907074|6597069766794|1286357443471|hasMember
274877907074|8796093022390|1285688538826|hasMember
274877907074|8796093022414|1287077532693|hasMember
274877907074|10995116277891|1288090023011|hasMember
343597383811|4398046511105|1289688890225|hasMember
343597383811|4398046511268|1290070871243|hasMember
343597383811|6597069766794|1290234843776|hasMember
343597383812|10|1290667230924|hasMember
343597383812|143|1290416541371|hasMember
343597383812|4398046511205|1289809517180|hasMember
274877907077|143|1286014675310|hasMember
274877907077|2199023255746|1288361835489|hasMember
274877907077|4398046511192|1286377804114|hasMember
274877907077|4398046511205|1287015562424|hasMember
274877907077|4398046511268|1289730548882|hasMember
274877907077|4398046511327|1287822763230|hasMember
274877907077|10995116277891|1290276203077|hasMember
134|2199023255629|1268458751063|hasMember
134|4398046511327|1274806297492|hasMember
206158430344|4398046511327|1282557432118|hasMember
274877907081|2199023255629|1287448364610|hasMember
274877907081|4398046511327|1286732184320|hasMember
68719476876|4398046511327|1290284633010|hasMember
206158430349|2199023255629|1286673847122|hasMember
137438953614|4398046511327|1288189247820|hasMember
68719476879|2199023255629|1271633095727|hasMember
146|2199023255746|1269495398733|hasMember
146|6597069766794|1281561584637|hasMember
146|6597069766861|1283245847009|hasMember
146|10995116277918|1290336128914|hasMember
206158430355|2199023255746|1282984354649|hasMember
206158430355|6597069766794|1289791181978|hasMember
206158430355|6597069766861|1285878496514|hasMember
206158430356|2199023255746|1278358082099|hasMember
206158430356|6597069766794|1287014044625|hasMember
206158430357|2199023255746|1290158392722|hasMember
206158430357|6597069766861|1289261088590|hasMember
137438953622|2199023255746|1279600507670|hasMember
137438953622|6597069766861|1286729235566|hasMember
68719476887|2199023255746|1276134715136|hasMember
68719476887|6597069766794|1282243925880|hasMember
68719476887|6597069766861|1283879939683|hasMember
274877907097|2199023255746|1290496556087|hasMember
274877907097|6597069766794|1290390347744|hasMember
154|2199023255746|1287738690067|hasMember
154|6597069766861|1287252961997|hasMember
274877907099|2199023255746|1285373741746|hasMember
274877907099|6597069766794|1285319365683|hasMember
274877907101|136|1284694029685|hasMember
274877907101|150|1285058502287|hasMember
274877907101|246|1284441766655|hasMember
274877907101|8796093022252|1284627737271|hasMember
274877907101|10995116277891|1289120732077|hasMember
274877907103|150|1290647937457|hasMember
274877907104|150|1287140578763|hasMember
274877907104|10995116277891|1290117713068|hasMember
274877907105|8796093022252|1287545325763|hasMember
343597383842|150|1290331797873|hasMember
343597383842|2199023255693|1289604192354|hasMember
343597383842|2199023255699|1290164598891|hasMember
343597383842|6597069766660|1289946300285|hasMember
343597383842|6597069766746|1290112832743|hasMember
343597383842|6597069766756|1290644988776|hasMember
343597383842|6597069766786|1289988292455|hasMember
343597383842|8796093022232|1290306165255|hasMember
343597383842|8796093022248|1290329116386|hasMember
343597383842|8796093022300|1289745615902|hasMember
343597383842|8796093022363|1290662772558|hasMember
343597383842|8796093022452|1290635200854|hasMember
343597383842|10995116277937|1290560271044|hasMember
177|6597069766769|1279918854038|hasMember
68719476915|6597069766769|1284608549668|hasMember
68719476920|6597069766769|1285871532412|hasMember
206158430394|6597069766769|1282017783542|hasMember
68719476925|102|1271097270898|hasMember
68719476925|143|1269778045866|hasMember
68719476925|2199023255580|1272636730022|hasMember
68719476925|10995116277992|1289408934858|hasMember
274877907134|143|1290424170704|hasMember
274877907134|2199023255580|1285729942738|hasMember
206158430401|143|1282489635425|hasMember
206158430401|2199023255580|1283549038245|hasMember
137438953666|143|1284450056445|hasMember
137438953666|2199023255580|1285922613782|hasMember
206158430405|2199023255580|1287186938345|hasMember
274877907142|10995116277992|1289910202543|hasMember
200|143|1265333307464|hasMember
200|228|1268755094867|hasMember
200|2199023255580|1272504483458|hasMember
200|2199023255746|1269080979633|hasMember
200|2199023255753|1271097270898|hasMember
200|2199023255767|1270240546264|hasMember
200|4398046511105|1278342979553|hasMember
200|4398046511113|1279237032866|hasMember
200|4398046511146|1278016269235|hasMember
200|4398046511268|1274454164114|hasMember
200|4398046511316|1277282018059|hasMember
200|4398046511321|1276159222262|hasMember
200|6597069766672|1279420233986|hasMember
200|6597069766708|1280759501529|hasMember
200|8796093022348|1284726524312|hasMember
200|10995116277992|1289666551749|hasMember
68719476937|76|1271645972049|hasMember
68719476937|228|1271536650884|hasMember
68719476937|2199023255693|1272093980787|hasMember
68719476937|2199023255742|1272375911218|hasMember
68719476937|4398046511133|1276309836560|hasMember
68719476937|6597069766769|1279031056258|hasMember
68719476937|6597069766775|1282282936918|hasMember
68719476937|8796093022248|1284868759055|hasMember
274877907147|6597069766775|1284705362631|hasMember
274877907147|2199023255693|1289674707087|hasMember
274877907147|6597069766847|1287747373680|hasMember
274877907147|8796093022248|1288962060641|hasMember
274877907147|41|1284730449844|hasMember
274877907147|2199023255711|1288151664368|hasMember
274877907147|8796093022215|1286532000578|hasMember
274877907147|4398046511316|1288827754276|hasMember
274877907147|4398046511190|1289425181343|hasMember
274877907147|8796093022340|1290677362898|hasMember
274877907147|6597069766866|1290678861281|hasMember
274877907147|4398046511147|1288445525648|hasMember
274877907147|6597069766794|1288379306119|hasMember
274877907147|2199023255580|1286014682409|hasMember
274877907147|59|1288190869872|hasMember
274877907147|2199023255713|1288183085219|hasMember
274877907147|8796093022375|1289117573940|hasMember
274877907147|136|1287673618125|hasMember
274877907147|2199023255615|1287840882385|hasMember
274877907147|10995116278009|1289425714626|hasMember
274877907147|4398046511249|1289132001757|hasMember
274877907147|2199023255753|1288939153397|hasMember
274877907147|6597069766707|1290011096777|hasMember
274877907147|6597069766701|1285140830368|hasMember
274877907147|2199023255789|1286598032962|hasMember
274877907147|8796093022222|1287223277257|hasMember
274877907147|6597069766899|1289107785953|hasMember
274877907147|4398046511261|1289625613726|hasMember
274877907147|2199023255766|1289894821663|hasMember
274877907147|8796093022220|1285861786885|hasMember
274877907147|10995116277918|1290009564328|hasMember
274877907148|76|1286920227637|hasMember
274877907148|228|1283387767663|hasMember
274877907148|2199023255693|1288420667096|hasMember
274877907148|4398046511133|1286738741897|hasMember
274877907148|6597069766769|1283839989576|hasMember
274877907148|8796093022248|1290255173049|hasMember
137438953677|76|1290191794151|hasMember
137438953677|2199023255693|1278601770882|hasMember
137438953677|2199023255742|1281502778230|hasMember
137438953677|4398046511133|1285403452420|hasMember
137438953677|6597069766769|1289718267443|hasMember
137438953677|8796093022248|1290114773522|hasMember
137438953678|76|1287524920093|hasMember
137438953678|4398046511133|1284039844457|hasMember
137438953678|6597069766769|1282251610457|hasMember
137438953678|6597069766775|1284501690372|hasMember
137438953678|8796093022248|1289245573941|hasMember
206158430415|228|1288069298928|hasMember
206158430415|2199023255742|1284006368395|hasMember
206158430415|6597069766769|1283689036159|hasMember
206158430415|8796093022248|1284955579033|hasMember
206158430416|76|1280855948550|hasMember
206158430416|228|1279035359104|hasMember
206158430416|2199023255742|1289963102456|hasMember
206158430416|4398046511133|1286777125903|hasMember
206158430416|6597069766769|1282776121408|hasMember
206158430416|8796093022248|1289846382525|hasMember
274877907153|8796093022248|1290393389814|hasMember
343597383890|2199023255693|1289012059516|hasMember
343597383890|4398046511133|1290233507423|hasMember
206158430419|228|1282657841030|hasMember
206158430419|2199023255693|1286665426522|hasMember
206158430419|4398046511133|1287309600617|hasMember
206158430419|6597069766775|1288201837158|hasMember
206158430420|8796093022357|1287834708945|hasMember
206158430422|4398046511239|1282219161779|hasMember
206158430422|4398046511297|1281937258277|hasMember
206158430422|6597069766722|1281529974007|hasMember
206158430422|8796093022232|1289836956586|hasMember
216|73|1268092312175|hasMember
206158430425|73|1280599688430|hasMember
274877907163|73|1289403504905|hasMember
137438953692|73|1278444247525|hasMember
68719476959|73|1284847315327|hasMember
206158430432|73|1280150131286|hasMember
206158430433|73|1281358185735|hasMember
274877907170|73|1286291509465|hasMember
206158430435|73|1281852910722|hasMember
206158430436|41|1280205018464|hasMember
206158430436|2199023255779|1280154981746|hasMember
206158430436|2199023255789|1281009154021|hasMember
206158430436|4398046511220|1281102280903|hasMember
206158430436|4398046511225|1281856540462|hasMember
206158430436|4398046511239|1281514322988|hasMember
206158430436|4398046511325|1280908595445|hasMember
206158430436|4398046511327|1282722444270|hasMember
206158430436|4398046511333|1280273250791|hasMember
206158430436|6597069766747|1283857448836|hasMember
206158430436|6597069766756|1281563191845|hasMember
206158430436|6597069766769|1281910635453|hasMember
206158430436|6597069766831|1281529974007|hasMember
206158430436|6597069766835|1281251718304|hasMember
206158430436|8796093022379|1286596214569|hasMember
206158430436|10995116277918|1289454946788|hasMember
274877907178|150|1285634109149|hasMember
274877907178|153|1284475457256|hasMember
274877907178|246|1284670589327|hasMember
274877907178|2199023255689|1284980864875|hasMember
274877907178|4398046511124|1284291355329|hasMember
274877907178|4398046511220|1284777232535|hasMember
274877907178|4398046511285|1284614397037|hasMember
274877907178|8796093022248|1284946713921|hasMember
274877907178|8796093022363|1285595437498|hasMember
274877907178|10995116277794|1289745615902|hasMember
343597383915|4398046511124|1289726373892|hasMember
274877907180|150|1289337664637|hasMember
274877907180|4398046511285|1289307216871|hasMember
274877907180|8796093022248|1289893986065|hasMember
274877907180|8796093022363|1288088202300|hasMember
274877907182|150|1286639760105|hasMember
274877907182|153|1289047751994|hasMember
274877907182|4398046511124|1287982370300|hasMember
239|143|1263839084216|hasMember
239|2199023255580|1274291729125|hasMember
239|2199023255612|1274151759488|hasMember
239|2199023255615|1267703824666|hasMember
239|2199023255629|1269568547296|hasMember
239|2199023255746|1271251063852|hasMember
239|2199023255756|1271948646215|hasMember
239|4398046511225|1276121503904|hasMember
239|4398046511231|1274265503451|hasMember
239|4398046511268|1273707035363|hasMember
239|4398046511316|1277185954756|hasMember
239|4398046511333|1277216268850|hasMember
239|6597069766674|1280870795928|hasMember
239|6597069766708|1280112692970|hasMember
239|8796093022232|1289393600200|hasMember
239|8796093022390|1283840317352|hasMember
239|8796093022404|1286711154352|hasMember
239|8796093022414|1286482517407|hasMember
239|8796093022452|1286400715568|hasMember
239|10995116277891|1289051099136|hasMember
206158430448|4398046511146|1279239199524|hasMember
206158430448|10995116277918|1290468545669|hasMember
206158430454|4398046511146|1284379778931|hasMember
68719476985|4398046511327|1275250772593|hasMember
68719476985|6597069766747|1282439206706|hasMember
68719476985|6597069766769|1279351956859|hasMember
68719476986|4398046511146|1277371263026|hasMember
68719476986|4398046511333|1276222749136|hasMember
68719476987|41|1270623319198|hasMember
68719476987|73|1271012518682|hasMember
68719476987|94|1269067968543|hasMember
68719476987|136|1269521253027|hasMember
68719476987|143|1269180406013|hasMember
68719476987|150|1269006599280|hasMember
68719476987|2199023255616|1271421071479|hasMember
68719476987|2199023255633|1269586909317|hasMember
68719476987|2199023255712|1272375911218|hasMember
68719476987|2199023255713|1271413437957|hasMember
68719476987|2199023255730|1271946504396|hasMember
68719476987|4398046511106|1276815517499|hasMember
68719476987|4398046511113|1279709383738|hasMember
68719476987|4398046511220|1279240214284|hasMember
68719476987|4398046511239|1278305971844|hasMember
68719476987|4398046511297|1274768987921|hasMember
68719476987|4398046511327|1275507715155|hasMember
68719476987|4398046511333|1277232199000|hasMember
68719476987|4398046511351|1276952593328|hasMember
68719476987|6597069766656|1280515020766|hasMember
68719476987|6597069766753|1283660579282|hasMember
68719476987|6597069766759|1278196825422|hasMember
