:START_ID(Comment)|:END_ID(Tag)|:TYPE
274877909844|545|hasTag
274877909844|1676|hasTag
274877909844|2845|hasTag
274877909844|6153|hasTag
274877909844|9175|hasTag
274877909844|9428|hasTag
274877909844|11598|hasTag
274877909844|12035|hasTag
274877909848|1194|hasTag
274877909848|1375|hasTag
274877909848|1676|hasTag
274877909848|2026|hasTag
274877909848|4847|hasTag
274877909848|5200|hasTag
274877909848|8150|hasTag
274877909848|8886|hasTag
274877909848|9175|hasTag
274877909848|11743|hasTag
274877909848|12301|hasTag
274877909848|14321|hasTag
274877909853|1667|hasTag
274877909853|1676|hasTag
274877909853|2801|hasTag
274877909853|2845|hasTag
274877909853|3023|hasTag
274877909853|6153|hasTag
274877909853|6407|hasTag
274877909853|9175|hasTag
274877909853|9428|hasTag
274877909853|11598|hasTag
274877909853|12035|hasTag
274877909854|1676|hasTag
274877909854|2845|hasTag
274877909854|6153|hasTag
274877909854|7916|hasTag
274877909854|9099|hasTag
274877909854|9175|hasTag
274877909854|12315|hasTag
274877909854|14345|hasTag
274877909855|1201|hasTag
274877909855|1672|hasTag
274877909855|2026|hasTag
274877909855|2845|hasTag
274877909855|3066|hasTag
274877909855|5133|hasTag
274877909855|5194|hasTag
274877909855|6368|hasTag
274877909855|9175|hasTag
274877909855|9182|hasTag
274877909855|9289|hasTag
274877909855|12241|hasTag
274877909856|196|hasTag
274877909856|1672|hasTag
274877909856|2026|hasTag
274877909856|2875|hasTag
274877909856|2913|hasTag
274877909856|3066|hasTag
274877909856|5194|hasTag
274877909856|6071|hasTag
274877909856|6368|hasTag
274877909856|9175|hasTag
274877909856|9182|hasTag
274877909856|11050|hasTag
274877909856|11627|hasTag
274877909856|12241|hasTag
274877909858|1170|hasTag
274877909858|9154|hasTag
274877909858|11115|hasTag
274877909858|12126|hasTag
274877909921|798|hasTag
274877909922|798|hasTag
274877909922|1203|hasTag
274877909927|1526|hasTag
274877909927|1671|hasTag
274877909927|2870|hasTag
206158433198|1024|hasTag
206158433205|6399|hasTag
206158433206|1024|hasTag
206158433206|13383|hasTag
274877909949|573|hasTag
274877909949|2968|hasTag
274877909949|3005|hasTag
274877909949|5054|hasTag
274877909949|5445|hasTag
274877909949|6950|hasTag
274877909949|11824|hasTag
274877909949|12315|hasTag
206158433354|1375|hasTag
206158433354|2072|hasTag
206158433354|5129|hasTag
206158433354|5184|hasTag
206158433355|1375|hasTag
206158433355|2072|hasTag
206158433355|2804|hasTag
206158433355|2807|hasTag
206158433355|5129|hasTag
206158433359|132|hasTag
206158433359|8082|hasTag
206158433361|6940|hasTag
206158433361|7190|hasTag
206158433362|132|hasTag
206158433362|9319|hasTag
206158433363|7017|hasTag
343597386843|2092|hasTag
343597386843|2982|hasTag
343597386843|3001|hasTag
343597386843|7350|hasTag
274877910110|1500|hasTag
274877910110|2947|hasTag
274877910110|6393|hasTag
274877910110|7267|hasTag
274877910110|9497|hasTag
274877910112|2783|hasTag
274877910112|2899|hasTag
274877910112|6406|hasTag
274877910112|11695|hasTag
274877910112|14416|hasTag
274877910115|2899|hasTag
274877910115|3013|hasTag
274877910115|6406|hasTag
274877910115|10944|hasTag
274877910115|10993|hasTag
274877910120|6|hasTag
274877910120|5397|hasTag
274877910120|6946|hasTag
274877910120|7952|hasTag
274877910120|11382|hasTag
274877910120|11521|hasTag
274877910120|13014|hasTag
274877910121|2793|hasTag
274877910121|5076|hasTag
274877910121|5397|hasTag
274877910121|11382|hasTag
274877910121|11587|hasTag
274877910121|12035|hasTag
274877910121|13014|hasTag
274877910127|1178|hasTag
274877910127|5066|hasTag
274877910127|5397|hasTag
274877910127|6018|hasTag
274877910127|7952|hasTag
274877910127|14626|hasTag
274877910131|2049|hasTag
274877910131|2937|hasTag
274877910131|6018|hasTag
274877910131|9579|hasTag
274877910135|1500|hasTag
274877910135|9255|hasTag
274877910135|11315|hasTag
274877910136|11948|hasTag
274877910137|1500|hasTag
274877910137|9246|hasTag
274877910137|11315|hasTag
274877910139|1184|hasTag
274877910139|1500|hasTag
274877910139|7019|hasTag
274877910139|11315|hasTag
274877910144|448|hasTag
274877910144|1500|hasTag
274877910144|6372|hasTag
274877910144|7221|hasTag
274877910144|13196|hasTag
274877910148|2832|hasTag
274877910148|7221|hasTag
274877910148|8079|hasTag
274877910148|11657|hasTag
274877910149|6372|hasTag
274877910149|9290|hasTag
274877910149|10750|hasTag
274877910149|11570|hasTag
274877910149|13196|hasTag
274877910151|7221|hasTag
274877910151|9099|hasTag
274877910151|12085|hasTag
274877910152|2847|hasTag
274877910152|3041|hasTag
274877910152|10750|hasTag
274877910152|11570|hasTag
274877910152|12500|hasTag
274877910153|2048|hasTag
274877910153|8079|hasTag
274877910153|11657|hasTag
274877910153|12057|hasTag
343597387173|458|hasTag
343597387173|3031|hasTag
343597387173|5170|hasTag
343597387173|9150|hasTag
206158433704|458|hasTag
206158433704|9056|hasTag
206158433705|7565|hasTag
206158433707|11609|hasTag
206158433708|1532|hasTag
206158433708|7565|hasTag
206158433712|7565|hasTag
206158433712|9236|hasTag
206158433713|458|hasTag
206158433713|2011|hasTag
206158433713|5065|hasTag
206158433714|788|hasTag
206158433714|9056|hasTag
206158433716|3029|hasTag
206158433716|9056|hasTag
206158433717|7565|hasTag
206158433717|7568|hasTag
206158433720|458|hasTag
206158433720|2968|hasTag
206158433720|11374|hasTag
274877910460|458|hasTag
274877910460|2066|hasTag
274877910460|2095|hasTag
274877910460|5285|hasTag
206158433734|14460|hasTag
206158433735|1176|hasTag
206158433735|14460|hasTag
274877910477|458|hasTag
274877910477|5822|hasTag
274877910477|8757|hasTag
274877910477|10289|hasTag
274877910478|2794|hasTag
274877910478|6981|hasTag
274877910478|10289|hasTag
274877910478|12235|hasTag
274877910480|2832|hasTag
274877910480|2901|hasTag
274877910480|12235|hasTag
206158433754|2001|hasTag
206158433754|2778|hasTag
206158433754|7606|hasTag
206158433754|10501|hasTag
206158433756|2001|hasTag
206158433756|2778|hasTag
206158433756|6728|hasTag
206158433756|12028|hasTag
206158433761|2001|hasTag
206158433761|2778|hasTag
206158433761|9060|hasTag
206158433761|9282|hasTag
206158433763|2778|hasTag
206158433763|6406|hasTag
206158433763|7606|hasTag
206158433763|13364|hasTag
206158433768|1653|hasTag
206158433768|7226|hasTag
206158433768|7539|hasTag
206158433769|1653|hasTag
206158433769|7226|hasTag
206158433769|7299|hasTag
206158433769|7405|hasTag
206158433769|7539|hasTag
206158433770|1653|hasTag
206158433770|6210|hasTag
206158433770|7625|hasTag
206158433770|8953|hasTag
206158433770|9349|hasTag
206158433771|285|hasTag
206158433771|7625|hasTag
206158433771|8953|hasTag
206158433771|9259|hasTag
206158433771|15589|hasTag
206158433774|1653|hasTag
206158433774|1985|hasTag
206158433774|5173|hasTag
206158433774|5601|hasTag
206158433774|6392|hasTag
206158433774|6944|hasTag
206158433774|7547|hasTag
206158433774|7570|hasTag
206158433774|10267|hasTag
206158433774|12176|hasTag
206158433776|1985|hasTag
206158433776|2779|hasTag
206158433776|5152|hasTag
206158433776|5173|hasTag
206158433776|5601|hasTag
206158433776|6392|hasTag
206158433776|7014|hasTag
206158433776|7547|hasTag
206158433776|11369|hasTag
206158433776|11685|hasTag
206158433776|12176|hasTag
274877910542|1418|hasTag
274877910542|11808|hasTag
274877910550|9027|hasTag
274877910552|11587|hasTag
274877910555|9241|hasTag
274877910555|11587|hasTag
343597387659|139|hasTag
343597387659|2797|hasTag
343597387659|2823|hasTag
343597387659|2996|hasTag
343597387659|5248|hasTag
343597387659|5976|hasTag
343597387667|2823|hasTag
343597387667|2874|hasTag
343597387667|5976|hasTag
343597387667|9176|hasTag
343597387667|9257|hasTag
343597387671|2805|hasTag
343597387671|2808|hasTag
343597387671|2823|hasTag
343597387671|9176|hasTag
343597387671|13766|hasTag
274877910940|139|hasTag
274877910940|778|hasTag
274877910940|5109|hasTag
274877910940|12093|hasTag
343597387794|471|hasTag
343597387794|2806|hasTag
343597387794|3038|hasTag
343597387794|5184|hasTag
343597387795|471|hasTag
343597387795|7511|hasTag
343597387795|7526|hasTag
343597387796|2806|hasTag
343597387796|6154|hasTag
343597387796|6732|hasTag
343597387798|2036|hasTag
343597387798|6154|hasTag
343597387798|14483|hasTag
343597387803|1545|hasTag
343597387803|7511|hasTag
343597387803|7526|hasTag
343597387803|10809|hasTag
343597387807|471|hasTag
343597387807|2891|hasTag
343597387807|2941|hasTag
343597387807|3038|hasTag
343597387807|3063|hasTag
343597387808|471|hasTag
343597387808|7511|hasTag
343597387808|7526|hasTag
343597387808|8083|hasTag
343597387808|9182|hasTag
206158434343|59|hasTag
206158434343|777|hasTag
206158434343|1421|hasTag
206158434343|2795|hasTag
206158434343|3100|hasTag
206158434343|7509|hasTag
206158434343|7589|hasTag
206158434343|8809|hasTag
206158434343|9188|hasTag
274877911198|2806|hasTag
274877911198|12179|hasTag
274877911206|11456|hasTag
274877911665|564|hasTag
274877911665|5520|hasTag
274877911665|7015|hasTag
274877911665|8906|hasTag
274877911665|9271|hasTag
274877911665|10993|hasTag
274877911665|11976|hasTag
274877911668|564|hasTag
274877911668|1675|hasTag
274877911668|2074|hasTag
274877911668|2797|hasTag
274877911668|2878|hasTag
274877911668|11976|hasTag
274877911669|2074|hasTag
274877911669|8753|hasTag
274877911669|9188|hasTag
274877911669|13098|hasTag
274877911673|2074|hasTag
274877911673|2842|hasTag
274877911673|6355|hasTag
274877911673|9188|hasTag
274877911676|564|hasTag
274877911676|1678|hasTag
274877911676|5472|hasTag
274877911676|8906|hasTag
274877911676|9271|hasTag
274877911676|14430|hasTag
274877911676|14609|hasTag
274877911677|564|hasTag
274877911677|3019|hasTag
274877911677|5080|hasTag
274877911677|5520|hasTag
274877911677|8414|hasTag
274877911677|9271|hasTag
274877911677|10858|hasTag
274877911682|564|hasTag
274877911682|2799|hasTag
274877911682|5520|hasTag
274877911682|6999|hasTag
274877911682|7517|hasTag
274877911682|7569|hasTag
274877911682|10993|hasTag
274877911682|11976|hasTag
343597388713|275|hasTag
343597388713|9324|hasTag
343597388714|9035|hasTag
343597388716|275|hasTag
343597388716|2829|hasTag
343597388716|9324|hasTag
274877911988|273|hasTag
274877911988|2831|hasTag
274877911990|273|hasTag
274877911990|2086|hasTag
274877911990|2831|hasTag
274877911993|273|hasTag
274877911993|10583|hasTag
274877911996|273|hasTag
274877911996|14000|hasTag
274877911997|273|hasTag
274877911997|11287|hasTag
274877911997|14000|hasTag
274877912000|9362|hasTag
274877912000|14423|hasTag
274877912001|5161|hasTag
274877912001|11676|hasTag
274877912001|14000|hasTag
274877912002|579|hasTag
274877912004|2903|hasTag
274877912004|6962|hasTag
274877912004|11676|hasTag
274877912004|14000|hasTag
274877912005|6951|hasTag
274877912005|9292|hasTag
274877912007|2892|hasTag
274877912007|6951|hasTag
274877912007|9292|hasTag
274877912009|579|hasTag
274877912009|3081|hasTag
68719481805|458|hasTag
68719481807|458|hasTag
68719481807|9456|hasTag
68719481809|5862|hasTag
68719481812|273|hasTag
68719481812|11784|hasTag
68719481813|3077|hasTag
68719481815|3083|hasTag
68719481816|2084|hasTag
68719481820|13304|hasTag
68719481825|2814|hasTag
68719481826|13115|hasTag
137438958565|273|hasTag
137438958565|2798|hasTag
137438958565|2979|hasTag
137438958565|6394|hasTag
137438958565|9173|hasTag
137438958566|11652|hasTag
137438958566|12042|hasTag
137438958572|2798|hasTag
137438958572|2834|hasTag
137438958572|6394|hasTag
137438958572|7566|hasTag
137438958572|9536|hasTag
137438958575|6897|hasTag
137438958575|11652|hasTag
137438958575|12042|hasTag
137438958576|6407|hasTag
137438958576|11652|hasTag
5111|976|hasTag
5112|273|hasTag
5112|1022|hasTag
5113|6607|hasTag
5116|273|hasTag
5116|5091|hasTag
5120|7032|hasTag
343597388808|9474|hasTag
343597388809|6451|hasTag
343597388811|6799|hasTag
206158435348|273|hasTag
206158435348|779|hasTag
206158435348|12033|hasTag
206158435349|779|hasTag
206158435349|6973|hasTag
206158435349|12744|hasTag
206158435357|779|hasTag
206158435357|6402|hasTag
206158435358|273|hasTag
206158435358|779|hasTag
206158435358|5112|hasTag
68719481903|7108|hasTag
68719481903|9144|hasTag
68719481903|9303|hasTag
68719481903|10532|hasTag
274877912113|6462|hasTag
274877912113|6913|hasTag
274877912113|7187|hasTag
274877912113|8257|hasTag
274877912113|9243|hasTag
274877912113|11081|hasTag
274877912123|1185|hasTag
274877912123|1201|hasTag
274877912123|2029|hasTag
274877912123|5153|hasTag
274877912123|9237|hasTag
274877912123|11537|hasTag
343597388862|796|hasTag
343597388862|1451|hasTag
343597388862|5153|hasTag
343597388862|6376|hasTag
343597388866|796|hasTag
343597388866|3019|hasTag
343597388866|5153|hasTag
343597388866|6376|hasTag
343597388866|11866|hasTag
274877912131|579|hasTag
274877912131|1185|hasTag
274877912131|2922|hasTag
274877912131|5109|hasTag
274877912131|11647|hasTag
343597388869|1644|hasTag
343597388869|5153|hasTag
343597388869|6376|hasTag
343597388869|11634|hasTag
343597388874|796|hasTag
343597388874|3019|hasTag
343597388874|5153|hasTag
343597388874|6371|hasTag
343597388874|6376|hasTag
343597388874|9256|hasTag
343597388874|11866|hasTag
343597388874|13580|hasTag
274877912141|1761|hasTag
274877912141|5065|hasTag
274877912146|5276|hasTag
274877912146|10144|hasTag
274877912149|10144|hasTag
274877912149|14727|hasTag
274877912151|9341|hasTag
274877912153|15063|hasTag
274877912156|4941|hasTag
274877912156|5276|hasTag
274877912156|10144|hasTag
274877912226|564|hasTag
274877912226|804|hasTag
274877912226|3025|hasTag
274877912226|9913|hasTag
274877912226|13575|hasTag
274877912229|564|hasTag
274877912229|5163|hasTag
274877912229|5344|hasTag
274877912229|13575|hasTag
274877912229|14972|hasTag
274877912231|564|hasTag
274877912231|804|hasTag
274877912231|2025|hasTag
274877912231|7566|hasTag
274877912231|9143|hasTag
274877912231|13575|hasTag
274877912232|564|hasTag
274877912232|804|hasTag
274877912232|2789|hasTag
274877912232|3111|hasTag
274877912232|9143|hasTag
274877912232|9289|hasTag
274877912232|13575|hasTag
274877912234|564|hasTag
274877912234|804|hasTag
274877912234|1025|hasTag
274877912234|2049|hasTag
274877912234|2789|hasTag
274877912234|3111|hasTag
274877912234|6773|hasTag
274877912234|7582|hasTag
274877912234|9289|hasTag
274877912237|5163|hasTag
274877912237|5344|hasTag
274877912237|7061|hasTag
274877912237|8935|hasTag
274877912237|9907|hasTag
274877912247|564|hasTag
274877912247|5188|hasTag
274877912247|9047|hasTag
274877912247|9283|hasTag
274877912257|564|hasTag
274877912257|2983|hasTag
274877912257|11456|hasTag
274877912259|524|hasTag
274877912259|2983|hasTag
274877912259|5163|hasTag
274877912265|2983|hasTag
274877912265|11717|hasTag
274877912267|2941|hasTag
274877912267|2983|hasTag
274877912267|11717|hasTag
274877912268|524|hasTag
274877912268|2834|hasTag
274877912268|2983|hasTag
274877912268|6429|hasTag
274877912269|2983|hasTag
274877912269|9252|hasTag
274877912269|12584|hasTag
206158435627|1765|hasTag
206158435627|2066|hasTag
206158435627|3111|hasTag
206158435627|12304|hasTag
206158435630|1450|hasTag
206158435630|2941|hasTag
206158435630|12031|hasTag
206158435630|12243|hasTag
206158435631|2941|hasTag
206158435631|5103|hasTag
206158435631|12031|hasTag
206158435631|15450|hasTag
206158435632|5191|hasTag
206158435632|7557|hasTag
206158435632|12031|hasTag
206158435636|9252|hasTag
206158435636|11801|hasTag
206158435636|12031|hasTag
206158435636|15450|hasTag
206158435641|9294|hasTag
206158435641|11710|hasTag
343597389194|1733|hasTag
343597389194|7504|hasTag
343597389198|588|hasTag
