:START_ID(Organisation)|:END_ID(Place)|:TYPE
719|83|isLocatedIn
720|83|isLocatedIn
721|83|isLocatedIn
722|83|isLocatedIn
723|83|isLocatedIn
724|83|isLocatedIn
725|83|isLocatedIn
726|83|isLocatedIn
727|83|isLocatedIn
728|19|isLocatedIn
729|19|isLocatedIn
730|20|isLocatedIn
731|20|isLocatedIn
732|20|isLocatedIn
733|20|isLocatedIn
734|20|isLocatedIn
735|21|isLocatedIn
736|21|isLocatedIn
737|22|isLocatedIn
738|22|isLocatedIn
739|22|isLocatedIn
740|22|isLocatedIn
741|22|isLocatedIn
742|22|isLocatedIn
743|22|isLocatedIn
744|22|isLocatedIn
745|22|isLocatedIn
746|22|isLocatedIn
747|22|isLocatedIn
748|22|isLocatedIn
749|23|isLocatedIn
750|23|isLocatedIn
751|23|isLocatedIn
752|23|isLocatedIn
753|23|isLocatedIn
754|23|isLocatedIn
755|23|isLocatedIn
756|23|isLocatedIn
757|23|isLocatedIn
758|84|isLocatedIn
759|85|isLocatedIn
760|85|isLocatedIn
761|85|isLocatedIn
762|85|isLocatedIn
763|85|isLocatedIn
764|85|isLocatedIn
765|85|isLocatedIn
766|85|isLocatedIn
767|85|isLocatedIn
768|85|isLocatedIn
769|85|isLocatedIn
770|85|isLocatedIn
771|24|isLocatedIn
772|24|isLocatedIn
773|24|isLocatedIn
774|24|isLocatedIn
775|25|isLocatedIn
776|25|isLocatedIn
777|26|isLocatedIn
778|53|isLocatedIn
779|53|isLocatedIn
780|53|isLocatedIn
781|53|isLocatedIn
782|53|isLocatedIn
783|53|isLocatedIn
784|53|isLocatedIn
785|53|isLocatedIn
786|53|isLocatedIn
787|53|isLocatedIn
788|53|isLocatedIn
789|53|isLocatedIn
790|53|isLocatedIn
791|53|isLocatedIn
792|53|isLocatedIn
793|53|isLocatedIn
794|53|isLocatedIn
795|53|isLocatedIn
796|53|isLocatedIn
797|53|isLocatedIn
798|53|isLocatedIn
799|53|isLocatedIn
800|53|isLocatedIn
801|53|isLocatedIn
802|53|isLocatedIn
803|53|isLocatedIn
804|53|isLocatedIn
805|53|isLocatedIn
806|53|isLocatedIn
807|53|isLocatedIn
808|53|isLocatedIn
809|86|isLocatedIn
810|86|isLocatedIn
811|86|isLocatedIn
812|86|isLocatedIn
813|86|isLocatedIn
814|27|isLocatedIn
815|27|isLocatedIn
816|27|isLocatedIn
817|27|isLocatedIn
818|87|isLocatedIn
819|87|isLocatedIn
820|87|isLocatedIn
821|87|isLocatedIn
822|87|isLocatedIn
823|87|isLocatedIn
824|88|isLocatedIn
825|88|isLocatedIn
826|88|isLocatedIn
827|88|isLocatedIn
828|89|isLocatedIn
829|89|isLocatedIn
830|89|isLocatedIn
831|89|isLocatedIn
832|89|isLocatedIn
833|89|isLocatedIn
834|89|isLocatedIn
835|89|isLocatedIn
836|89|isLocatedIn
837|89|isLocatedIn
838|89|isLocatedIn
839|89|isLocatedIn
840|89|isLocatedIn
841|89|isLocatedIn
842|89|isLocatedIn
843|89|isLocatedIn
844|29|isLocatedIn
845|29|isLocatedIn
846|29|isLocatedIn
847|29|isLocatedIn
848|29|isLocatedIn
849|29|isLocatedIn
850|29|isLocatedIn
851|29|isLocatedIn
852|29|isLocatedIn
853|29|isLocatedIn
854|29|isLocatedIn
855|29|isLocatedIn
856|29|isLocatedIn
857|29|isLocatedIn
858|29|isLocatedIn
859|29|isLocatedIn
860|29|isLocatedIn
861|30|isLocatedIn
862|30|isLocatedIn
863|30|isLocatedIn
864|90|isLocatedIn
865|90|isLocatedIn
866|90|isLocatedIn
867|32|isLocatedIn
868|32|isLocatedIn
869|32|isLocatedIn
870|32|isLocatedIn
871|32|isLocatedIn
872|32|isLocatedIn
873|32|isLocatedIn
874|32|isLocatedIn
875|32|isLocatedIn
876|32|isLocatedIn
877|32|isLocatedIn
878|32|isLocatedIn
879|32|isLocatedIn
880|32|isLocatedIn
881|32|isLocatedIn
882|32|isLocatedIn
883|32|isLocatedIn
884|32|isLocatedIn
885|32|isLocatedIn
886|32|isLocatedIn
887|54|isLocatedIn
888|54|isLocatedIn
889|54|isLocatedIn
890|54|isLocatedIn
891|54|isLocatedIn
892|54|isLocatedIn
893|54|isLocatedIn
894|54|isLocatedIn
895|54|isLocatedIn
896|54|isLocatedIn
897|54|isLocatedIn
898|34|isLocatedIn
899|34|isLocatedIn
900|34|isLocatedIn
901|34|isLocatedIn
902|34|isLocatedIn
903|35|isLocatedIn
904|35|isLocatedIn
905|1|isLocatedIn
906|1|isLocatedIn
907|1|isLocatedIn
908|1|isLocatedIn
909|1|isLocatedIn
910|1|isLocatedIn
911|1|isLocatedIn
912|1|isLocatedIn
913|1|isLocatedIn
914|1|isLocatedIn
915|1|isLocatedIn
916|1|isLocatedIn
917|1|isLocatedIn
918|1|isLocatedIn
919|1|isLocatedIn
920|1|isLocatedIn
921|1|isLocatedIn
922|1|isLocatedIn
923|1|isLocatedIn
924|1|isLocatedIn
925|1|isLocatedIn
926|1|isLocatedIn
927|1|isLocatedIn
928|1|isLocatedIn
929|1|isLocatedIn
930|1|isLocatedIn
931|1|isLocatedIn
932|1|isLocatedIn
933|1|isLocatedIn
934|1|isLocatedIn
935|1|isLocatedIn
936|1|isLocatedIn
937|1|isLocatedIn
938|1|isLocatedIn
939|91|isLocatedIn
940|91|isLocatedIn
941|91|isLocatedIn
942|91|isLocatedIn
943|91|isLocatedIn
944|91|isLocatedIn
945|91|isLocatedIn
946|91|isLocatedIn
947|91|isLocatedIn
948|91|isLocatedIn
949|55|isLocatedIn
950|55|isLocatedIn
951|55|isLocatedIn
952|55|isLocatedIn
953|55|isLocatedIn
954|55|isLocatedIn
955|55|isLocatedIn
956|55|isLocatedIn
957|55|isLocatedIn
958|55|isLocatedIn
959|55|isLocatedIn
960|55|isLocatedIn
961|55|isLocatedIn
962|55|isLocatedIn
963|55|isLocatedIn
964|55|isLocatedIn
965|55|isLocatedIn
966|55|isLocatedIn
967|55|isLocatedIn
968|55|isLocatedIn
969|92|isLocatedIn
970|92|isLocatedIn
971|92|isLocatedIn
972|92|isLocatedIn
973|92|isLocatedIn
974|92|isLocatedIn
975|92|isLocatedIn
976|92|isLocatedIn
977|92|isLocatedIn
978|92|isLocatedIn
979|92|isLocatedIn
980|92|isLocatedIn
981|92|isLocatedIn
982|93|isLocatedIn
983|93|isLocatedIn
984|93|isLocatedIn
985|93|isLocatedIn
986|93|isLocatedIn
987|93|isLocatedIn
988|93|isLocatedIn
989|93|isLocatedIn
990|93|isLocatedIn
991|93|isLocatedIn
992|93|isLocatedIn
993|93|isLocatedIn
994|93|isLocatedIn
995|93|isLocatedIn
996|93|isLocatedIn
997|93|isLocatedIn
998|36|isLocatedIn
999|36|isLocatedIn
1000|36|isLocatedIn
1001|94|isLocatedIn
1002|94|isLocatedIn
1003|37|isLocatedIn
1004|37|isLocatedIn
1005|37|isLocatedIn
1006|37|isLocatedIn
1007|37|isLocatedIn
1008|37|isLocatedIn
1009|38|isLocatedIn
1010|38|isLocatedIn
1011|38|isLocatedIn
1012|38|isLocatedIn
1013|95|isLocatedIn
1014|95|isLocatedIn
1015|95|isLocatedIn
1016|95|isLocatedIn
1017|95|isLocatedIn
1018|95|isLocatedIn
1019|95|isLocatedIn
1020|95|isLocatedIn
1021|95|isLocatedIn
1022|95|isLocatedIn
1023|56|isLocatedIn
1024|56|isLocatedIn
1025|56|isLocatedIn
1026|56|isLocatedIn
1027|56|isLocatedIn
1028|56|isLocatedIn
1029|56|isLocatedIn
1030|56|isLocatedIn
1031|56|isLocatedIn
1032|56|isLocatedIn
1033|56|isLocatedIn
1034|56|isLocatedIn
1035|56|isLocatedIn
1036|56|isLocatedIn
1037|56|isLocatedIn
1038|56|isLocatedIn
1039|56|isLocatedIn
1040|56|isLocatedIn
1041|56|isLocatedIn
1042|56|isLocatedIn
1043|56|isLocatedIn
1044|56|isLocatedIn
1045|56|isLocatedIn
1046|56|isLocatedIn
1047|56|isLocatedIn
1048|56|isLocatedIn
1049|56|isLocatedIn
1050|56|isLocatedIn
1051|56|isLocatedIn
1052|56|isLocatedIn
1053|56|isLocatedIn
1054|56|isLocatedIn
1055|56|isLocatedIn
1056|56|isLocatedIn
1057|56|isLocatedIn
1058|56|isLocatedIn
1059|56|isLocatedIn
1060|56|isLocatedIn
1061|56|isLocatedIn
1062|56|isLocatedIn
1063|56|isLocatedIn
1064|56|isLocatedIn
1065|56|isLocatedIn
1066|56|isLocatedIn
1067|56|isLocatedIn
1068|56|isLocatedIn
1069|56|isLocatedIn
1070|56|isLocatedIn
1071|56|isLocatedIn
1072|56|isLocatedIn
1073|56|isLocatedIn
1074|56|isLocatedIn
1075|56|isLocatedIn
1076|56|isLocatedIn
1077|56|isLocatedIn
1078|56|isLocatedIn
1079|56|isLocatedIn
1080|56|isLocatedIn
1081|56|isLocatedIn
1082|56|isLocatedIn
1083|56|isLocatedIn
1084|56|isLocatedIn
1085|56|isLocatedIn
1086|56|isLocatedIn
1087|56|isLocatedIn
1088|56|isLocatedIn
1089|56|isLocatedIn
1090|56|isLocatedIn
1091|56|isLocatedIn
1092|56|isLocatedIn
1093|56|isLocatedIn
1094|56|isLocatedIn
1095|56|isLocatedIn
1096|56|isLocatedIn
1097|56|isLocatedIn
1098|56|isLocatedIn
1099|56|isLocatedIn
1100|56|isLocatedIn
1101|56|isLocatedIn
1102|56|isLocatedIn
1103|56|isLocatedIn
1104|56|isLocatedIn
1105|56|isLocatedIn
1106|56|isLocatedIn
1107|56|isLocatedIn
1108|56|isLocatedIn
1109|39|isLocatedIn
1110|39|isLocatedIn
1111|40|isLocatedIn
1112|40|isLocatedIn
1113|40|isLocatedIn
1114|40|isLocatedIn
1115|40|isLocatedIn
1116|40|isLocatedIn
1117|96|isLocatedIn
1118|96|isLocatedIn
1119|41|isLocatedIn
1120|41|isLocatedIn
1121|41|isLocatedIn
1122|41|isLocatedIn
1123|41|isLocatedIn
1124|41|isLocatedIn
1125|41|isLocatedIn
1126|41|isLocatedIn
1127|42|isLocatedIn
1128|42|isLocatedIn
1129|42|isLocatedIn
1130|42|isLocatedIn
1131|42|isLocatedIn
1132|42|isLocatedIn
1133|42|isLocatedIn
1134|42|isLocatedIn
1135|42|isLocatedIn
1136|43|isLocatedIn
1137|43|isLocatedIn
1138|43|isLocatedIn
1139|43|isLocatedIn
1140|97|isLocatedIn
1141|97|isLocatedIn
1142|97|isLocatedIn
1143|97|isLocatedIn
1144|97|isLocatedIn
1145|97|isLocatedIn
1146|97|isLocatedIn
1147|97|isLocatedIn
1148|97|isLocatedIn
